,238U/206Pb,238U/206Pb 2SE(int),238U/206Pb 2SE(prop),206Pb/238U,206Pb/238U 2SE(int),206Pb/238U 2SE(prop),207Pb/235U,207Pb/235U 2SE(int),207Pb/235U 2SE(prop),207Pb/206Pb,207Pb/206Pb 2SE(int),207Pb/206Pb 2SE(prop),Err Corr 7/6 v 8/6,Err  Corr 6/8 v 7/5
Fe-Grab-27,5.388999907,0.294988,0.323213405,0.208722746,0.014217807,0.015578222,12.61176989,1.2513159,1.306485813,0.439584773,0.026446141,0.026459588,-0.042330623,0.783688575
Fe-Grab-28,2.082958444,0.142813,0.155941313,0.571150919,0.039716255,0.043367289,44.93210178,3.670693949,3.906939641,0.580277948,0.036255649,0.036272742,0.306067545,0.672454544
Fe-Grab-29,5.485542828,0.533508,0.558880812,0.24880405,0.024310111,0.025466281,16.60903141,2.105339701,2.162649125,0.522400978,0.049169464,0.049179681,0.737532165,0.74722134
Fe-Grab-3,1.978432375,0.18449,0.195103828,0.712104199,0.063067637,0.066695819,55.52724308,5.554192062,5.794823762,0.549218537,0.031537849,0.031555452,0.099969725,0.480899991
Fe-Grab-30,8.842498331,0.51172,0.579316287,0.126203804,0.007248101,0.008205553,5.374635873,1.2541157,1.264284707,0.26491382,0.045068526,0.045071393,-0.038333701,0.389913547
Fe-Grab-31,1.09787118,0.150311,0.153281065,1.856475916,0.283246444,0.288843129,186.2387797,30.89144507,31.3850371,0.795511631,0.077322622,0.077337687,0.331758702,0.893947361
Fe-Grab-32,3.689714782,0.886143,0.891537447,1.130821395,0.31188514,0.313783846,82.05467026,27.52618688,27.63433317,0.529115987,0.119946399,0.119950696,0.274197589,0.886010346
Fe-Grab-33,10.1519275,0.603063,0.65031771,0.110982811,0.008383929,0.009040872,3.893171865,0.885540793,0.89309265,0.202128779,0.027162072,0.027164841,-0.316592787,0.837450626
Fe-Grab-34,1.839606675,0.167126,0.177265212,0.713253,0.061476829,0.065206678,65.27388272,5.432939839,5.769840123,0.745410811,0.061512552,0.061529177,0.239960692,0.503057607
Fe-Grab-35,2.304909209,0.194676,0.211289027,0.54269514,0.039207961,0.042553797,45.25555719,3.773446542,4.006689798,0.594916007,0.031623839,0.031644435,0.001485923,0.778613452
Fe-Grab-36,3.630354711,0.279385,0.296992487,0.348567745,0.029461567,0.031318297,28.34478754,2.934370075,3.053258455,0.598657202,0.039349982,0.039366745,0.204228238,0.823622148
Fe-Grab-37,4.777600222,0.559198,0.573876213,0.347076583,0.045863827,0.047067684,25.37672133,4.516951223,4.579670448,0.57360189,0.068049629,0.068058529,0.829620014,0.933276102
Fe-Grab-38,7.543799577,0.443116,0.478368114,0.152304175,0.01141023,0.012317971,7.175996097,0.937163291,0.961192811,0.364615106,0.032314669,0.032322241,0.169109628,0.895449807
Fe-Grab-39,1.324958565,0.117341,0.124657491,0.992846189,0.084389007,0.089651073,86.48452241,8.735033288,9.106473365,0.676117455,0.051338613,0.051355003,0.252890407,0.678387845
Fe-Grab-4,2.025379718,0.249886,0.254772208,0.891734301,0.136728315,0.139401696,86.33455566,17.00295197,17.19598717,0.674198686,0.05517373,0.055188894,0.361417972,0.969721417
Fe-Grab-40,3.937384305,0.267436,0.291413403,0.308250365,0.021709459,0.023655847,19.81301585,1.864866209,1.955911458,0.452856631,0.027847575,0.027861128,-0.189372587,0.685240143
Fe-Grab-41,2.644525724,0.242718,0.25985907,0.49923001,0.039775329,0.042584244,39.60242318,3.953576223,4.125469277,0.577674918,0.032155944,0.032175043,0.196500538,0.767335893
Fe-Grab-42,2.894720804,0.387718,0.396148419,0.599938642,0.087175348,0.089070865,52.41065474,11.5937951,11.6982068,0.621810168,0.072240209,0.072250061,0.575224978,0.87143451
Fe-Grab-43,8.32670703,1.269898,1.276053651,0.401195207,0.123996842,0.124597875,33.75266551,14.65045458,14.68484575,0.510674696,0.083247611,0.083253377,0.579104432,0.988089367
Fe-Grab-44,3.517934448,0.297725,0.307696268,0.39288959,0.04586931,0.047405505,31.67799983,4.919482556,5.008965937,0.587663586,0.051586593,0.051598916,0.213044052,0.736467852
Fe-Grab-45,4.18596408,0.482056,0.487724248,0.449338829,0.088999343,0.090045864,40.34131132,9.728323105,9.802093723,0.640803419,0.071396301,0.071406888,0.469134431,0.921790524
Fe-Grab-46,3.294787862,0.234737,0.258285605,0.355168056,0.023573193,0.025938044,29.49741212,2.715647239,2.853965567,0.619569065,0.051942706,0.051956309,0.386266632,0.610710534
Fe-Grab-47,2.786563753,0.224215,0.230079173,0.512302045,0.067805432,0.069578882,44.5351739,7.205026407,7.325878577,0.593091179,0.032780665,0.032800412,0.134838181,0.961063098
Fe-Grab-5,2.752530781,0.192856,0.204804856,0.454136315,0.038711704,0.041110088,32.49431973,3.074595013,3.22307304,0.535118318,0.028183515,0.028202213,0.177776745,0.922262437
Fe-Grab-6,3.239691542,0.278418,0.291604657,0.404953018,0.039627972,0.041504796,36.73333372,4.338638668,4.474247068,0.703557594,0.06830557,0.068318909,0.571206787,0.778708879
Fe-Grab-7,1.586424308,0.091233,0.100294874,0.727297349,0.048527605,0.053347902,52.48489278,3.461204435,3.797340273,0.563448862,0.032040375,0.03205861,0.257659251,0.475282105
Fe-Grab-8,2.442863855,0.256554,0.258486251,0.941895089,0.233433949,0.235191944,75.94629505,22.15193192,22.26694455,0.593037021,0.054002515,0.054014503,0.334907816,0.953876115
Fe-Grab-9,3.224194116,0.196062,0.224012156,0.341908111,0.018852804,0.021540452,23.5383063,2.152800205,2.263913176,0.523427624,0.037391612,0.037405098,0.215104516,0.859020649
JK_21_G_Band,,,,,,,,,,,,,,
JK_21_G_Band-1,1.195210534,0.106926222,0.116756027,1.006115081,0.069897724,0.076323473,109.3033252,9.387874242,9.935342292,0.73964419,0.019839791,0.019890491,-0.240911626,0.965297786
JK_21_G_Band-10,1.323812432,0.059807085,0.069670313,0.801304502,0.0408481,0.047584662,70.67452977,3.862941856,4.398064,0.643477858,0.015175875,0.01522602,-0.025787992,0.915122261
JK_21_G_Band-11,1.090494792,0.043838024,0.053312471,0.960925897,0.042295326,0.051436359,92.77550077,4.422189731,5.279374938,0.700059492,0.019690408,0.019736173,0.198272422,0.833105187
JK_21_G_Band-12,0.919014301,0.040813527,0.048617061,1.166399233,0.054899417,0.065396169,118.9704233,6.97801058,7.824643422,0.728688571,0.022150501,0.022194586,0.012601859,0.584786631
JK_21_G_Band-13,1.106031252,0.046919591,0.054877308,0.97284739,0.048864618,0.057152218,88.84265399,4.820115889,5.497567653,0.668230838,0.020425486,0.02046569,0.327070595,0.865455202
JK_21_G_Band-14,1.05371936,0.045207065,0.055045987,1.006102829,0.044128231,0.053732354,95.16847857,4.357400929,5.196960051,0.685612549,0.017094385,0.017144931,0.234919714,0.871826334
JK_21_G_Band-15,1.00471444,0.041817017,0.050388241,1.049636873,0.047580426,0.057332975,102.2228766,5.018497462,5.868711166,0.706885327,0.018289445,0.018339671,0.335187228,0.872261333
JK_21_G_Band-16,1.057256939,0.041148993,0.053873724,0.96724576,0.034884368,0.045671854,93.30203466,3.818622139,4.721712988,0.689715979,0.016833268,0.016885211,0.209158324,0.764478896
JK_21_G_Band-17,1.184400561,0.073881628,0.082066101,0.973861589,0.061382519,0.068182363,92.5508396,6.656711375,7.204273137,0.673984849,0.022019623,0.022057567,-0.163192012,0.89834071
JK_21_G_Band-18,1.149141546,0.050351401,0.060309616,0.926203245,0.042822465,0.05129165,85.82584852,4.143037666,4.867512237,0.681414906,0.021833897,0.021873011,0.25678311,0.876118712
JK_21_G_Band-19,0.816097962,0.053243075,0.057560595,1.502348753,0.111476042,0.120515716,157.0239719,12.70876418,13.54118612,0.751686415,0.021775656,0.02182337,-0.03828977,0.849035756
JK_21_G_Band-2,0.887474912,0.043435891,0.04908143,1.204516413,0.069755798,0.078822243,123.917635,7.342998999,8.217001282,0.755716038,0.018628177,0.018684528,0.07556506,0.949953303
JK_21_G_Band-20,0.832379298,0.050618761,0.05418057,1.3941405,0.111344667,0.119179477,147.2694365,13.17072345,13.88130011,0.751411786,0.023666643,0.02371052,-0.018737769,0.91254396
JK_21_G_Band-21,1.047785367,0.049789196,0.055658543,1.046400842,0.063841955,0.071367897,101.398268,6.796001883,7.436438601,0.698327215,0.021508025,0.021549723,0.230457165,0.920236499
JK_21_G_Band-22,1.107666647,0.047905587,0.055737959,0.957856652,0.049104926,0.057133384,88.8561229,4.551430571,5.264657007,0.689234792,0.018484155,0.018531404,0.153020192,0.671371402
JK_21_G_Band-23,1.05355034,0.043553284,0.054137327,0.991222508,0.040940386,0.050889459,96.03466252,4.38136748,5.232199466,0.714832996,0.018974675,0.019024184,0.19472117,0.839895819
JK_21_G_Band-24,1.105831492,0.054122325,0.061299971,0.996585855,0.057141321,0.064719343,94.81647825,5.608336349,6.279036311,0.705012103,0.020372099,0.020416962,0.181527428,0.656412453
JK_21_G_Band-25,1.176625152,0.049817268,0.059172653,0.900491399,0.042840397,0.050885567,83.39836728,4.102474309,4.795692071,0.683361846,0.02018226,0.020224811,0.266121541,0.873402095
JK_21_G_Band-26,1.125587024,0.053853759,0.060561547,0.94865212,0.056235611,0.063240071,89.32571493,5.897611793,6.469753629,0.683633936,0.022668274,0.022706198,0.152593279,0.827761038
JK_21_G_Band-27,1.019597207,0.046342523,0.054610657,1.035461782,0.050643826,0.059679372,106.0940633,6.08410898,6.855468239,0.750573569,0.028310094,0.028346703,0.301828202,0.896145631
JK_21_G_Band-28,1.070622999,0.048448333,0.054701185,1.017750177,0.059204992,0.066846123,95.02477622,5.392044338,6.089531807,0.685907663,0.022290556,0.022329377,0.178508471,0.912381428
JK_21_G_Band-29,1.489483336,0.058742876,0.076020457,0.691157824,0.02566266,0.033210617,62.43520553,2.653843483,3.240510743,0.648891,0.018168856,0.018211468,0.346166695,0.664355126
JK_21_G_Band-3,1.108451923,0.045892647,0.058862394,0.923958943,0.035033008,0.044933706,89.17422584,4.191340496,4.96019005,0.696980396,0.017411037,0.017462325,0.152685663,0.927491912
JK_21_G_Band-30,1.500152778,0.053139552,0.06818617,0.700866997,0.02658837,0.034116944,62.66785412,2.691727832,3.275715568,0.653049181,0.021040872,0.021078151,0.092219992,0.075555349
JK_21_G_Band-31,1.558909082,0.051779571,0.070116167,0.660589268,0.022070619,0.029886444,55.71525204,2.089270908,2.668338882,0.620892869,0.017061861,0.017103402,0.187719623,0.806426283
JK_21_G_Band-32,1.345452919,0.043373401,0.0591285,0.767367493,0.025262492,0.034438923,68.28067331,2.028642154,2.872544719,0.661279276,0.018378257,0.018422009,0.466915,0.474556482
JK_21_G_Band-33,1.08570907,0.062710581,0.070762002,1.031387011,0.060150056,0.067872731,103.9873368,6.819847755,7.489188357,0.748679239,0.037357706,0.037385318,0.078760503,0.199372381
JK_21_G_Band-34,1.526223291,0.064791979,0.07989225,0.684805587,0.028954993,0.035703178,59.12481599,2.849416556,3.349664698,0.632380308,0.021493299,0.021527523,0.092536168,0.176949234
JK_21_G_Band-35,1.688275714,0.060090398,0.07885723,0.613267404,0.022012865,0.028887703,53.492704,2.39279946,2.874700648,0.626055469,0.019629514,0.019666236,0.29941897,0.820657034
JK_21_G_Band-36,1.622031083,0.063228867,0.081174504,0.643149563,0.024369824,0.031286475,53.11626398,2.428417065,2.898406883,0.605133113,0.018496725,0.018533131,0.115802626,0.834957577
JK_21_G_Band-37,1.415338468,0.05726233,0.070120153,0.743163541,0.032075979,0.039278398,66.98420666,2.815117719,3.45062274,0.670093028,0.020397519,0.020438003,0.369881559,0.847172465
JK_21_G_Band-38,1.413229094,0.048168959,0.063375945,0.728339666,0.025988039,0.034192487,65.42568858,2.686172047,3.318837233,0.657236499,0.016668398,0.016716033,0.0922414,0.863913961
JK_21_G_Band-39,1.422155952,0.060238358,0.068939698,0.748109527,0.040996348,0.046918209,64.93286081,4.023235116,4.46388855,0.648094713,0.023615383,0.023648099,0.03954918,0.709405334
JK_21_G_Band-4,1.126243815,0.044270575,0.054476867,0.919359617,0.039043004,0.048044114,88.85620587,4.054981285,4.840225415,0.699598317,0.018559388,0.018607871,0.294993828,0.914369691
JK_21_G_Band-40,1.439904031,0.070661942,0.079611739,0.762295625,0.044772798,0.050443565,64.73918694,4.373013459,4.778841871,0.635380803,0.027645471,0.02767234,0.220764943,0.840348904
JK_21_G_Band-41,1.137182022,0.065057018,0.074863524,0.993874925,0.053203858,0.061223653,100.6449065,6.37251884,7.041594972,0.71672916,0.018830215,0.018880362,-0.175715597,0.927243379
JK_21_G_Band-42,1.587794315,0.105246467,0.128239309,0.672571498,0.029445883,0.035878826,60.43436385,3.411263782,3.856514296,0.645687603,0.021524693,0.021560318,-0.015011306,0.674465517
JK_21_G_Band-43,1.520382737,0.057100853,0.066738476,0.703114569,0.035419253,0.041397401,59.40109543,2.867353529,3.368645405,0.630899855,0.019770575,0.019807599,0.275818365,0.554768889
JK_21_G_Band-44,1.016951376,0.071210673,0.078155137,1.168702798,0.078753178,0.086433186,121.8619412,9.285246413,9.968525161,0.745756277,0.020379552,0.020429721,-0.052797296,0.920096703
JK_21_G_Band-45,1.265153637,0.047104243,0.056511893,0.828388437,0.038088032,0.045694965,75.20987345,3.886484212,4.485020416,0.661026215,0.021572826,0.021610081,0.062199085,0.504156653
JK_21_G_Band-46,1.566908078,0.058308511,0.073179868,0.659415929,0.026497204,0.033255213,56.45032182,2.697548375,3.177927931,0.63608967,0.022725093,0.022757844,0.28039515,0.80974994
JK_21_G_Band-47,1.89068644,0.081519135,0.09537062,0.560538368,0.028130013,0.03290978,44.23228735,2.212747732,2.574693905,0.596360021,0.022797316,0.022826016,0.215617144,0.823009334
JK_21_G_Band-48,1.782813316,0.076403923,0.091296627,0.588316669,0.027407377,0.032749641,51.18292412,3.084434241,3.440033846,0.622309483,0.021319053,0.021352466,0.189281991,0.887549012
JK_21_G_Band-49,1.696121656,0.10319906,0.112470957,0.673811149,0.047383309,0.051640452,56.24243307,4.161147215,4.485148266,0.619013437,0.024488022,0.02451681,0.139682961,0.737807655
JK_21_G_Band-5,1.28685225,0.052999095,0.063178069,0.818031534,0.038390357,0.045763585,72.42109379,3.474779768,4.088226036,0.655769015,0.017381592,0.017427076,0.171087155,0.861542883
JK_21_G_Band-50,1.552467245,0.07037019,0.083941617,0.677837417,0.031758192,0.037883001,58.36365637,3.337653106,3.762481808,0.629609611,0.019421305,0.019458843,0.238950881,0.85679035
JK_21_G_Band-51,1.455848399,0.061725936,0.074628292,0.716359811,0.03211892,0.038832626,62.45766113,3.037739017,3.561170523,0.64650072,0.01923851,0.019278462,0.161422251,0.666328781
JK_21_G_Band-52,1.988620825,0.064267313,0.089804715,0.516177119,0.016112247,0.022514646,37.5712805,1.380339465,1.776268014,0.538286896,0.016490439,0.016522752,0.176795992,0.753687506
JK_21_G_Band-53,1.636765645,0.07863445,0.088392344,0.670255023,0.039776524,0.044712467,50.90378961,2.736423334,3.127683132,0.582975174,0.021531023,0.021560062,0.35992431,0.414756916
JK_21_G_Band-54,1.647161242,0.085591253,0.092850812,0.691018192,0.050070563,0.054317378,52.87558004,3.035151617,3.418711178,0.595951309,0.023872628,0.023899999,0.181805285,0.280622149
JK_21_G_Band-55,1.797382409,0.073720753,0.089399097,0.582267637,0.025859492,0.031359083,52.11103868,3.138350422,3.500527208,0.658470951,0.044198696,0.044216751,0.098214152,0.181405866
JK_21_G_Band-56,1.589703903,0.054435071,0.07765829,0.647349546,0.019384397,0.027654215,56.70606301,1.970745644,2.594577882,0.633266841,0.018562178,0.018601907,0.103846588,0.607339922
JK_21_G_Band-57,1.598595457,0.069412143,0.083626231,0.669340932,0.030345622,0.036559742,58.61866591,3.400575222,3.821787748,0.634137522,0.02036116,0.020397485,0.099809928,0.853003889
JK_21_G_Band-58,1.460838524,0.058279269,0.072544624,0.711915582,0.029259818,0.036421913,58.35250212,2.720650741,3.227473471,0.604463034,0.020132412,0.020165794,0.224891514,0.855976128
JK_21_G_Band-59,1.277651279,0.042945321,0.053922125,0.815945061,0.032741544,0.041110268,74.16378814,3.303647163,3.973211867,0.679841453,0.020579933,0.020621233,0.16480085,0.643895232
JK_21_G_Band-6,1.181221853,0.053125497,0.060513819,0.906363135,0.05060186,0.057639212,84.55066583,4.704822467,5.334657044,0.68998418,0.016822846,0.016874862,0.128832635,0.964954493
JK_21_G_Band-60,1.460708738,0.054521258,0.069788963,0.707836926,0.026998063,0.034558389,59.28989763,2.136385883,2.771022227,0.617300724,0.017169641,0.017210449,0.43362165,0.849133213
JK_21_G_Band-7,1.141519176,0.053650893,0.059829344,0.952603611,0.058775691,0.065544315,92.04124852,6.607072142,7.151763104,0.691218662,0.018708743,0.018755699,0.040977323,0.852764786
JK_21_G_Band-8,1.196307722,0.056252546,0.064456318,0.907491566,0.049391032,0.056594133,85.51989602,4.892868486,5.514318655,0.688627039,0.019006075,0.01905195,0.136980818,0.931093614
JK_21_G_Band-9,1.301952862,0.048627576,0.062116736,0.794209801,0.030408772,0.038844084,71.27929698,2.940457815,3.624347162,0.661793792,0.015988396,0.016038747,0.194254805,0.881551558
JK_21_G_Vein,,,,,,,,,,,,,,
JK_21_G_Vein-1,0.008768202,0.002563813,0.002592789,-322.9924941,65.28983284,66.02773078,-43045.13693,8647.563512,8741.962141,0.973637945,0.023514826,0.023588921,0.115438749,0.795096288
JK_21_G_Vein-10,0.111994004,0.00580773,0.006575622,10.12347544,0.581167438,0.658008797,1287.167054,74.46159765,83.74177935,0.923930783,0.007203221,0.007418167,-0.020135236,0.989249161
JK_21_G_Vein-11,0.221404662,0.007054875,0.009821224,4.699354048,0.147903833,0.205899703,582.5153892,18.60049529,25.42958413,0.903367369,0.013187182,0.013300616,0.069810419,0.72027735
JK_21_G_Vein-12,0.209858453,0.006164674,0.008782556,4.906217336,0.147359283,0.20993669,622.7583578,19.24307882,26.71869508,0.922574814,0.010711899,0.010857191,0.130713475,0.925811778
JK_21_G_Vein-13,0.272761893,0.032004436,0.034870593,4.588086255,0.323257378,0.35220669,551.040354,38.20457392,41.576608,0.900235056,0.036533735,0.036574549,0.119002349,0.486900775
JK_21_G_Vein-14,0.084619104,0.006338505,0.007149892,14.08564819,0.822559612,0.927854775,1805.73392,105.7692706,118.6428507,0.932193622,0.007843313,0.008044684,-0.128112585,0.990260593
JK_21_G_Vein-15,0.126559346,0.003698994,0.005204865,8.06491111,0.248321128,0.349413377,1033.04484,29.67909969,42.73636338,0.928128566,0.00856545,0.008748647,0.192464684,0.959511056
JK_21_G_Vein-16,0.459634852,0.049519284,0.052873176,3.18272113,0.259203552,0.276759153,403.4378082,35.08951549,37.08735749,0.891583203,0.017103446,0.01718879,-0.18912461,0.969461236
JK_21_G_Vein-17,0.246061027,0.013105322,0.01586523,4.332347387,0.193517827,0.234271607,532.824669,24.0672018,28.82264032,0.893512353,0.016082729,0.016173851,0.056449616,0.91867501
JK_21_G_Vein-18,0.513465453,0.038234447,0.041418934,2.495436078,0.182578077,0.197784717,302.3409287,22.66451818,24.38561785,0.884575952,0.018755085,0.018831731,0.074910784,0.958708693
JK_21_G_Vein-19,0.205306578,0.007620955,0.009440259,5.163474252,0.215253649,0.266639836,640.6002363,26.21364642,32.41466887,0.914614319,0.014852241,0.014955569,0.172050383,0.897244891
JK_21_G_Vein-2,0.07815703,0.009069758,0.009097983,13.45590231,5.193864777,5.210028029,1217.951824,947.8483434,948.5412973,0.92150185,0.028725342,0.028779709,-0.14019918,0.980942578
JK_21_G_Vein-20,0.113232055,0.014315509,0.015119413,14.69773304,1.318119782,1.392140276,1890.325449,173.8221912,182.7003651,0.929656234,0.012543727,0.012669931,0.02302753,0.989461823
JK_21_G_Vein-21,0.027067333,0.003296117,0.003376629,69.45893591,9.520029244,9.752567219,8978.18071,1235.790611,1264.357648,0.937788282,0.012794479,0.012920398,-0.017642841,0.991805192
JK_21_G_Vein-22,0.140509617,0.012203142,0.012697254,10.09116081,1.070086192,1.113414561,1290.631054,138.0230326,143.2705894,0.924236336,0.011902672,0.012034065,-0.110074996,0.995798113
JK_21_G_Vein-23,0.285849064,0.011616777,0.014573712,3.736337577,0.150278927,0.188530938,458.4872458,18.08824348,22.65679222,0.898656728,0.014225176,0.014329304,0.12647071,0.912692693
JK_21_G_Vein-24,0.522064325,0.081012622,0.081780726,6.840786349,1.51031432,1.524634041,868.0464031,201.6675272,203.3156906,0.879387465,0.041207803,0.041242335,0.12651088,0.966520252
JK_21_G_Vein-25,0.537749879,0.056667476,0.059367191,2.614682407,0.255092001,0.267244926,299.0535558,29.50914497,30.82205784,0.838220968,0.035125685,0.035162489,0.038740714,0.547168571
JK_21_G_Vein-26,0.104628712,0.012575047,0.012848655,18.70517819,2.71785797,2.776993118,2443.379313,369.790535,376.8734083,0.950742426,0.022048391,0.022123732,0.011423934,0.999664812
JK_21_G_Vein-27,0.204716777,0.012989819,0.013704357,6.037867273,0.547345812,0.577453928,746.2823428,66.39167696,70.00958953,0.926245354,0.021346345,0.021420204,-0.018824364,0.963209719
JK_21_G_Vein-28,0.247462538,0.013264718,0.014945721,4.427733231,0.259901248,0.292837853,563.2449702,34.07927559,37.97931146,0.913265761,0.023366243,0.023431861,0.014782386,0.919592319
JK_21_G_Vein-29,0.117618564,0.011296163,0.011727637,12.75253644,1.392754362,1.445952693,1633.920259,182.8889166,189.2431433,0.937873638,0.026031229,0.026093359,0.127708121,0.976894034
JK_21_G_Vein-3,0.090596721,0.007181086,0.007480341,14.6058098,1.526095146,1.58969149,1864.952303,189.6529199,197.6098781,0.937205217,0.020938802,0.021015882,0.00289849,0.991291585
JK_21_G_Vein-30,0.216821433,0.009656748,0.011353774,4.989319475,0.245899973,0.289113137,636.3824354,34.4724038,39.33317222,0.921391929,0.020558808,0.020634686,0.01325952,0.427189913
JK_21_G_Vein-31,0.13823141,0.007838553,0.00880539,8.178844498,0.486970003,0.547034758,1038.674807,63.27516386,70.42139243,0.930477564,0.016999559,0.017093058,0.113639666,0.95977232
JK_21_G_Vein-32,0.116406932,0.007967764,0.00876116,10.01421819,0.667397877,0.733854526,1298.8655,90.19422077,98.12872524,0.939501404,0.016107764,0.016208325,0.133099432,0.965814136
JK_21_G_Vein-33,0.147522299,0.004896777,0.006398596,7.038442755,0.254975352,0.333175138,888.689464,33.12796896,42.38994255,0.923865987,0.014409347,0.014517981,0.107873351,0.914476673
JK_21_G_Vein-34,0.194355933,0.00496537,0.007699303,5.288189132,0.135983474,0.210855992,662.3213064,15.18199656,24.88123192,0.920301847,0.012992636,0.013112088,0.232079841,0.867448711
JK_21_G_Vein-35,0.234373951,0.009582213,0.012112607,4.578175161,0.180389299,0.228025052,568.2637654,21.99007585,27.7388078,0.904931262,0.011834357,0.011961061,0.214256251,0.945020946
JK_21_G_Vein-36,0.641141773,0.045768959,0.049975529,1.908800802,0.132670497,0.144864085,227.2613127,17.06322754,18.35511069,0.845836474,0.017556516,0.017631373,-0.324752395,0.931475338
JK_21_G_Vein-37,0.15589416,0.013667987,0.014322125,8.707153679,0.847728139,0.888299708,1085.555246,102.4292322,107.4057752,0.912539671,0.019688278,0.019765985,0.080089811,0.998959497
JK_21_G_Vein-38,0.196168906,0.032397695,0.036180993,7.176338677,0.439891408,0.491260497,919.6369628,56.62182427,62.89094729,0.927611427,0.018829776,0.018913711,-0.274357497,0.940887098
JK_21_G_Vein-39,0.117240624,0.005645027,0.006478822,9.354503388,0.506117788,0.580873622,1204.613664,67.2620171,76.2194051,0.932800957,0.012908149,0.013031648,0.117411295,0.973197498
JK_21_G_Vein-4,0.103026305,0.004813452,0.005623845,10.52338882,0.53075993,0.620118742,1344.595751,65.97914729,77.16700754,0.93130934,0.011488885,0.011627031,0.238522974,0.971937222
JK_21_G_Vein-40,0.094406516,0.005126532,0.005900083,11.8433797,0.633490464,0.729078987,1523.713673,81.71519084,93.45366112,0.932088559,0.007899325,0.008099259,0.006861707,0.988147039
JK_21_G_Vein-41,0.311398485,0.013485867,0.016260063,3.448607696,0.156043746,0.188143717,431.4803469,19.96210551,23.73735467,0.915185383,0.011929473,0.012058027,0.067420814,0.954763818
JK_21_G_Vein-42,0.38551514,0.085024952,0.086256456,6.650661319,1.186622801,1.203809878,873.8712528,133.6051132,136.1135741,0.974060947,0.091091438,0.091110611,0.617730146,0.903921514
JK_21_G_Vein-43,0.202007833,0.032868661,0.032932014,4.943182157,2.425354718,2.430029494,590.8676188,311.0537109,311.5505582,0.986166292,0.077505379,0.077528475,0.065831909,0.883360315
JK_21_G_Vein-44,0.436177462,0.050359611,0.054253291,3.389269333,0.257736929,0.277664511,408.2322327,31.89746305,34.13340516,0.873343977,0.015392285,0.015483237,-0.220442725,0.970273609
JK_21_G_Vein-45,0.171851486,0.005314673,0.007532023,6.032962284,0.183092494,0.259481026,758.6752668,24.22552263,33.11855872,0.915643806,0.013842419,0.013953471,0.260403912,0.585050678
JK_21_G_Vein-5,0.149865527,0.038020722,0.038110594,-11.72809151,5.195497928,5.207778894,-1646.418003,677.1387965,678.9098073,1.106972142,0.139902362,0.139918485,-0.024017084,0.721129908
JK_21_G_Vein-6,0.178823499,0.009964806,0.011377968,6.208040109,0.343298931,0.391983948,788.9053066,45.54140689,51.23860505,0.92753051,0.024143246,0.024208754,0.092181032,0.847128143
JK_21_G_Vein-7,0.143578748,0.008866542,0.01000529,8.008464833,0.466856834,0.526816213,1029.884506,60.5614414,67.87848974,0.937708234,0.017562226,0.017654153,0.113722614,0.893862879
JK_21_G_Vein-8,0.285032724,0.012028099,0.015038279,3.680610975,0.14949696,0.186910417,458.4706604,20.70639124,24.7994351,0.892475078,0.013907323,0.014012357,0.033200184,0.932615617
JK_21_G_Vein-9,0.127991145,0.00492816,0.006317513,8.180235554,0.310778461,0.398393544,1039.198964,40.78561245,51.18600488,0.918722406,0.013467797,0.013582677,0.120931692,0.929972438
JK23,,,,,,,,,,,,,,
JK23_1,1.537094679,0.146460153,0.151393431,0.852875323,0.106819466,0.11041751,81.29770034,13.73291027,13.98065183,0.633795984,0.043155175,0.043183339,0.168123472,0.576496494
JK23_10,1.654422478,0.271718821,0.143147314,0.666990708,0.023309841,0.056468684,61.53158078,2.852214767,5.001936662,0.675067993,0.04011382,0.046117689,0.638656852,0.528014155
JK23_11,1.438568725,0.098332612,0.089395517,0.732306373,1.081396559,0.043661286,83.00962206,124.6743357,5.291592866,0.810941788,0.033064285,0.032739299,0.264605149,0.766831784
JK23_12,4.960725205,0.220315971,0.407799566,0.234853378,0.038069892,0.020679026,15.52899142,3.066423808,1.65904943,0.490179376,0.03403416,0.047242146,0.343031388,0.370888732
JK23_13,0.973388713,0.040249056,0.129955222,1.810923519,0.109123295,0.262478293,180.5132577,11.30467777,31.77171202,0.714578861,0.030960628,0.05796241,0.24925281,0.999969175
JK23_14,6.346776308,0.14156981,0.429293734,0.176040326,0.06209894,0.016676624,10.52476441,5.915364034,1.402042233,0.45815097,0.027716306,0.042428075,0.351055216,0.926425697
JK23_15,0.781514704,0.018448206,0.092230426,2.107489644,0.333008025,0.392008666,223.4033183,44.44490901,38.30327997,0.756838114,0.026290703,0.041261805,-0.036794235,0.999278216
JK23_16,1.272914395,0.238349667,0.121772943,0.994550509,0.003226456,0.098402951,94.43279922,0.22801007,9.538284671,0.702248958,0.013551877,0.042438543,0.435563694,0.878547554
JK23_18,5.78377532,0.131986315,0.386927072,0.187728191,0.052065898,0.013227296,9.399196405,4.591885098,0.97197272,0.392965431,0.046087771,0.033775242,0.186483036,0.788624685
JK23_19,9.393507427,0.074697855,0.671487919,0.111580215,0.036482863,0.008170726,2.41075777,4.565391196,0.320072729,0.158993332,0.032678447,0.021847755,0.474995861,0.154826346
JK23_2,3.978057291,0.378462753,0.293457112,0.290109059,0.019191391,0.025174696,25.36322248,1.581669613,2.967001227,0.613157175,0.04722675,0.040142177,0.288407505,0.951354564
