,Final Pb206/U238_mean,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
GQ6_2_matrix
NF10_4-105,0.501107,0.0358845,2588.77,147.529,33.244,3.06376,3525.73,90.917,0.479984,0.0210401,4131.11,65.3699,2.09736,0.140581,-0.102416,0.848507,
NF9_4
NF9_4-76,0.830309,0.0563983,3853.74,193.009,70.5228,5.28103,4314.59,79.5458,0.661415,0.0233083,4554.64,49.9569,1.22346,0.0769558,0.229865,0.44094,
NF9_4-77,1.06468,0.0693281,4643.15,221.534,88.4372,6.31104,4537.72,70.9126,0.644552,0.0199278,4550.66,42.3719,0.944648,0.0624466,0.469478,0.684915,
NF9_4-78,0.962826,0.0645431,4333.84,217.516,77.4873,5.63738,4416.43,76.6534,0.625992,0.0173882,4532.71,38.5957,1.04954,0.0673934,0.351713,0.79828,
NF9_4-79,0.965652,0.0687689,4353.03,233.742,77.9504,5.92781,4424.2,83.2841,0.639928,0.0205504,4531.84,41.6964,1.06093,0.0689578,0.235907,0.843185,
NF9_4-80,0.720369,0.0476781,3465.37,174.716,56.9238,4.41984,4097.39,81.9554,0.612865,0.023253,4473.98,50.2955,1.41233,0.0915126,0.224715,0.627354,
NF9_4-81,0.907943,0.0564652,4148.63,196.786,75.2571,5.45624,4375.58,76.2831,0.634308,0.0208725,4522.8,43.4207,1.1099,0.0749736,0.304164,0.682513,
NF9_4-82,0.847525,0.0553395,3948.81,202.658,71.2907,5.24043,4325.65,74.3639,0.644646,0.0194677,4559.02,38.5583,1.18954,0.0780465,0.295129,0.754007,
NF9_4-83,0.882006,0.0540128,4064.31,189.431,69.96,4.92822,4308.56,72.9945,0.602519,0.015746,4491.14,37.2947,1.13152,0.0686905,0.26327,0.761178,
NF9_4-84,0.432299,0.0255821,2308.28,113.51,31.8424,2.1837,3530.86,68.2261,0.560917,0.0145339,4399.32,38.0658,2.31362,0.130004,0.241707,0.664244,
NF9_4-85,0.64138,0.0412312,3169.8,162.063,52.2429,3.80992,4004.76,76.3343,0.62349,0.0222527,4482.1,49.1205,1.61199,0.112381,0.350577,0.610994,
NF9_4-86,0.974459,0.0685697,4332.77,213.279,80.1975,5.97396,4457.07,78.5181,0.638117,0.0210679,4534.93,43.6059,1.05992,0.0669227,0.345144,0.842062,
NF9_4-87,1.01343,0.0703211,4453.21,215.89,84.3029,6.52085,4472.5,77.7163,0.636827,0.0220123,4507.56,46.6983,1.03153,0.0702441,0.23139,0.83367,
NF9_4-88,0.803908,0.0568408,3753.76,193.63,66.19,5.26705,4227.43,75.2444,0.613267,0.017409,4517.1,40.1302,1.31388,0.0881806,0.0973771,0.80243,
NF9_4-89,1.3137,0.140367,5244.13,379.731,115.919,12.6001,4745.47,108.503,0.691183,0.0442421,4381.86,88.4646,0.928706,0.0862207,0.477743,0.807299,
NF9_4-90,1.11238,0.139868,4474.99,369.208,82.8855,12.3663,4247.51,143.171,0.531212,0.0267046,4234.16,70.2357,1.2932,0.145939,-0.207358,0.956267,
NF9_4-91,1.52315,0.103855,5901.65,276.411,126.517,10.3668,4879.91,83.8407,0.605526,0.0202965,4465.16,45.7639,0.721402,0.0542218,-0.0397619,0.791228,
NF9_4-92,1.45789,0.0963916,5731.86,248.67,122.107,8.66987,4872.18,77.4446,0.625756,0.0189817,4532.37,43.2696,0.742286,0.0477956,0.348724,0.734333,
NF9_4-93,1.13926,0.0800906,4852.72,229.106,94.867,7.90864,4610.01,90.0122,0.626303,0.0288079,4424.46,57.0195,0.965882,0.068441,0.0727819,0.739159,
NF9_4-94,1.45332,0.201994,5302.87,417.384,124.738,18.5329,4666.03,140.268,0.653161,0.0450658,4279.99,99.2258,0.998732,0.108085,0.251708,0.94942,
NF9_4-95,1.02528,0.0785664,4451.32,259.291,83.9437,7.42466,4439.65,105.854,0.588919,0.0220559,4415.89,50.4111,1.09332,0.10411,-0.178715,0.766775,
NF9_4-96,1.11742,0.0729796,4789.06,219.94,99.9065,7.18704,4658.92,72.2527,0.655573,0.0183674,4592.37,39.2735,0.953609,0.0631913,0.420901,0.74633,
NF9_4-97,1.18179,0.0730183,4995.53,214.151,102.629,7.13973,4695.89,72.2747,0.637111,0.0151323,4582.6,34.6338,0.886306,0.0551975,0.247563,0.739147,
NF9_4-98,1.28983,0.0878011,5293.35,248.369,112.648,8.46744,4776.55,77.0688,0.641433,0.0215733,4539.29,46.5973,0.813497,0.0551462,0.4309,0.757292,
NF9_4-99,1.18709,0.0760982,5000.14,222.359,102.24,7.33615,4690.47,75.6782,0.628858,0.0212443,4513.42,45.0882,0.871396,0.055968,0.410191,0.555305,
NF9_4-100,1.04513,0.0740653,4543.37,234.608,88.1858,6.83885,4526.98,82.3632,0.619709,0.0234217,4478.37,50.135,1.02129,0.0783353,0.366773,0.692378,
NF9_4-101,1.48273,0.117698,5795.89,309.042,141.544,14.8561,4934.85,95.8295,0.668813,0.0330164,4474.88,65.9016,0.717256,0.0540099,0.0248698,0.839407,
NF9_4-102,1.02678,0.0713538,4492.67,225.427,90.534,6.91727,4555.68,83.3987,0.646695,0.0217901,4533.14,44.7388,1.01087,0.0688626,0.243997,0.706821,
NF9_4-103,1.04802,0.0713308,4565.93,219.369,92.5617,6.93353,4573.71,75.8582,0.649663,0.0240614,4536.64,46.7175,0.990017,0.0641538,0.417307,0.633689,
NF9_4-104,1.07381,0.0839216,4630.86,253.781,95.8208,7.84945,4618.21,85.8505,0.663974,0.0272002,4509.65,55.3061,0.977904,0.0682904,0.357129,0.752336,
NF9_4-105,1.01913,0.0795754,4437.4,241.47,84.3369,7.6326,4465.18,95.447,0.610813,0.0261006,4421.35,56.9376,1.05369,0.0779773,0.120727,0.789406,
NF9_4-106,0.966462,0.0623378,4322.53,198.287,84.0909,6.12571,4493.5,75.6295,0.636603,0.0165104,4560.13,36.6184,1.05476,0.066502,0.130546,0.815763,
NF9_4-107,0.995333,0.0665119,4455.5,227.333,87.0972,6.61,4516,76.7723,0.646254,0.0264693,4507.77,54.6168,1.03181,0.0684749,0.327479,0.604096,
NF9_4-108,0.94914,0.0605089,4281.5,203.886,85.0152,6.35697,4495.22,74.4895,0.651155,0.0216439,4556.65,47.4248,1.07177,0.0715453,0.257745,0.727831,
NF9_4-109,0.87648,0.0578285,4036.21,201.633,73.0003,5.65162,4344.34,78.532,0.61115,0.0201252,4494.35,45.3565,1.16838,0.0771094,0.181968,0.835975,
NF9_4-110,0.512939,0.0350544,2643.91,147.96,41.0363,3.25995,3776.54,78.3754,0.59004,0.0238706,4402.15,53.1226,2.03604,0.135754,0.0613796,0.713377,
NF9_4-111,0.920008,0.060348,4177.76,206.105,78.996,5.84402,4423.05,82.682,0.6346,0.0264017,4470.75,53.5424,1.13681,0.0768761,0.372193,0.505131,
NF9_4-112,0.519359,0.0349663,2672.53,144.956,42.5638,3.46857,3787.52,82.223,0.589977,0.0197134,4433.76,47.5798,2.02734,0.135991,0.0412401,0.842345,
NF9_4-113,0.973809,0.0645957,4357.61,197.947,81.5682,6.24315,4459.54,80.5097,0.61509,0.0196852,4495.67,45.9272,1.07141,0.0675022,0.0788011,0.788155,
NF9_4-114,0.838549,0.0645704,3895.09,241.21,72.5818,6.6987,4304.14,102.948,0.62571,0.0260941,4446.37,62.1621,1.28882,0.108498,-0.0267974,0.864675,
NF9_4-115,1.06552,0.0661307,4641.25,205.024,93.7568,6.88657,4595.53,74.0015,0.644155,0.0172675,4585.24,37.3473,0.978205,0.0632488,0.154488,0.780681,
NF9_4-116,0.962699,0.0628809,4303.98,205.214,84.4469,6.09539,4497.61,72.6055,0.655973,0.0189517,4592.38,41.8174,1.09841,0.0718658,0.282759,0.731846,
NF9_4-117,0.92568,0.0585188,4218.88,195.679,76.9533,5.71327,4395.51,71.6263,0.605477,0.0196801,4477.28,47.8062,1.12857,0.0741912,0.32059,0.628394,
NF9_4-118,1.00545,0.060076,4473.15,198.999,86.3228,5.94209,4526.38,70.0538,0.638412,0.0186704,4547.61,39.5294,1.03225,0.0637533,0.352696,0.601987,
NF9_4-119,0.93831,0.0606877,4228.35,195.933,79.7069,5.95075,4435.46,77.1514,0.638363,0.0223329,4517.37,48.0751,1.11881,0.0665791,0.280362,0.664152,
NF9_4-120,0.979637,0.0669915,4365.68,215.927,81.6681,6.44888,4460.86,86.8119,0.63319,0.0232268,4505.84,47.0344,1.10706,0.0734511,0.116101,0.784,
NF9_4-121,0.991392,0.0643196,4398.62,205.735,86.9793,6.45191,4522.27,79.2913,0.650265,0.0228304,4553.99,49.0152,1.07475,0.0733934,0.384518,0.655632,
NF9_4-122,1.23996,0.0888695,5136.86,246.343,102.598,8.54443,4672.8,86.992,0.633853,0.0259574,4475.54,53.1173,0.899827,0.0660372,-0.0258629,0.72504,
NF9_4-123,1.02847,0.0687719,4507.56,217.874,87.3581,6.9305,4522.4,85.6999,0.640658,0.0243524,4522,49.8984,1.026,0.0700707,0.223629,0.80564,
NF9_4-124,0.907067,0.0684425,4143.37,247.004,78.5411,7.15407,4360.9,98.974,0.642954,0.0279357,4485.24,50.8494,1.24851,0.106428,0.0623139,0.815125,
NF9_4-125,1.72644,0.129026,6367.03,302.642,141.451,11.9029,4994.42,89.9743,0.624352,0.0212684,4524.66,46.0759,0.654453,0.0479542,0.0952033,0.844578,
Z_91500
91500 - 33,0.143706,0.00842806,864.342,47.2937,1.48669,0.109815,915.949,45.8592,0.0755734,0.00311377,1009.9,86.3205,7.06942,0.395835,0.199622,0.346695,
91500 - 34,0.144239,0.00827995,867.603,46.4896,1.51986,0.111709,926.814,44.8576,0.0765031,0.00299811,1040.29,83.0887,7.02237,0.396319,0.156853,0.344196,
91500 - 39,0.142154,0.00814438,855.891,45.8432,1.52219,0.110192,931.673,45.2021,0.07824,0.00295754,1090.95,80.0273,7.1161,0.405639,0.176095,0.32518,
91500 - 38,0.1462,0.0084072,878.622,47.0987,1.5658,0.11846,946.048,47.8481,0.0772965,0.00327588,1070.58,86.8247,6.96017,0.386961,0.0891902,0.354127,
91500 - 37,0.142317,0.00824804,856.682,46.4206,1.48889,0.111769,913.321,44.6207,0.0756543,0.00306676,1017.79,80.2926,7.16136,0.421014,0.112499,0.376777,
91500 - 35,0.159433,0.00900223,952.65,49.8792,1.72088,0.121772,1012.22,47.4159,0.0763852,0.00271078,1068.54,74.0597,6.39388,0.352788,0.201373,0.299027,
91500 - 36,0.167927,0.00952543,999.581,52.3541,1.81604,0.126943,1046.38,47.3354,0.0756531,0.00293726,1023.34,78.8352,6.09712,0.327608,0.26846,0.260536,
91500 - 31,0.163156,0.00944367,972.938,52.0708,1.67632,0.127081,987.612,49.3504,0.0749476,0.00333845,990.312,91.2535,6.28074,0.350956,0.139856,0.324222,
91500 - 32,0.164214,0.00963547,978.572,52.9984,1.71133,0.133821,998.848,50.1644,0.0757655,0.0034876,1023.2,89.0471,6.27868,0.350256,0.0758371,0.372334,
91500 - 29,0.147025,0.00868052,882.872,48.6147,1.57185,0.118913,944.547,48.1272,0.0769636,0.00332654,1033.19,94.13,6.95661,0.406154,0.165575,0.357788,
91500 - 30,0.146021,0.00865317,877.21,48.494,1.55485,0.119874,940.037,48.4517,0.0775138,0.00368989,1033.83,98.0079,7.02381,0.411995,0.172819,0.282496,
91500 - 27,0.143894,0.00797864,866.111,44.97,1.50036,0.108711,920.012,44.1895,0.075755,0.00289765,1046.67,77.0374,6.93601,0.388922,0.1984,0.272476,
91500 - 28,0.14434,0.00798402,868.627,44.8482,1.53291,0.108447,937.301,43.0894,0.0779802,0.00289864,1097.96,74.2084,6.93788,0.374546,0.233345,0.201583,
91500 - 23,0.146495,0.00813537,882.775,47.2441,1.55642,0.112602,945.432,43.4453,0.0759176,0.00272851,1058.54,71.4319,6.93913,0.40627,0.0978145,0.410361,
91500 - 24,0.147601,0.00814274,886.962,45.6253,1.51725,0.110164,926.692,44.2132,0.0733254,0.00263159,970.965,80.5628,6.92582,0.381993,0.0842377,0.331659,
91500 - 21,0.149319,0.00831702,896.478,46.5805,1.50383,0.108421,927.317,46.0287,0.0758739,0.00342297,992.715,93.4711,6.62443,0.366268,0.399815,0.0389649,
91500 - 22,0.148668,0.00824875,892.875,46.2056,1.48483,0.107415,916.539,44.8328,0.0746259,0.00299676,977.877,84.3447,6.64233,0.374432,0.153504,0.279033,
91500 - 19,0.177149,0.0095674,1050.88,52.2285,1.81926,0.127486,1042.95,46.0092,0.0745664,0.00252726,997.642,72.66,5.71917,0.309286,0.121632,0.280481,
91500 - 20,0.1813,0.00976997,1073.53,53.3215,1.88798,0.130151,1067.99,46.6881,0.0757209,0.00263176,1037.17,71.1097,5.62108,0.31643,0.292448,0.146057,
91500 - 17,0.133065,0.00726048,804.973,41.2775,1.37894,0.0969697,871.937,41.6637,0.0755492,0.00292406,1039.9,75.7316,7.52307,0.402795,0.385737,-0.0278813,
91500 - 18,0.133653,0.00720305,808.422,40.9186,1.39985,0.0992157,880.379,41.8093,0.0753151,0.00280864,1025.41,77.4495,7.4504,0.409851,0.250647,0.0867313,
91500 - 15,0.16311,0.00894706,973.372,49.6426,1.67309,0.126297,987.193,47.069,0.0760032,0.00336098,1003.99,95.5535,6.39199,0.352442,0.123129,0.256236,
91500 - 16,0.170806,0.00960082,1015.53,52.5979,1.76008,0.129964,1016.92,49.1606,0.076404,0.0031724,1032.87,91.3914,6.22003,0.34413,0.175087,0.229814,
91500 - 25,0.161274,0.00898052,963.041,49.7524,1.72393,0.129902,1009.19,48.5148,0.0781483,0.00371894,1068.4,92.7314,6.34013,0.351984,0.285628,0.124891,
91500 - 26,0.165971,0.00929212,988.947,51.2563,1.72076,0.128894,1008.61,49.7775,0.0758765,0.00341166,1018.15,88.6528,6.20513,0.346957,0.150828,0.254091,
91500 - 11,0.13239,0.00741701,800.889,42.1533,1.3168,0.0973722,842.475,42.4031,0.0733362,0.00293536,970.023,87.1304,7.51465,0.418434,0.221684,0.240036,
91500 - 12,0.133064,0.00751184,804.637,42.6044,1.34498,0.101961,852.547,44.793,0.0750689,0.00318851,1013.47,87.4692,7.44436,0.404245,0.0962906,0.333666,
91500 - 13,0.157266,0.00848377,942.845,48.5471,1.64428,0.125777,971.299,49.4779,0.0759253,0.00348373,1004.17,101.703,6.49221,0.351758,0.150958,0.240571,
91500 - 14,0.168078,0.00974029,1000.09,53.4977,1.67206,0.131189,979.855,49.8937,0.0731494,0.00347917,910.558,102.491,6.22014,0.353984,0.16529,0.340646,
91500 - 10,0.160644,0.00885684,959.668,49.1891,1.74531,0.127916,1012.24,48.664,0.0773412,0.00326434,1045.41,94.187,6.45119,0.369466,0.275582,0.173603,
91500 - 9,0.168075,0.00951504,1000.44,52.3144,1.809,0.137202,1036.45,49.4922,0.0763572,0.00327247,1058.64,87.5855,6.2906,0.359703,0.148081,0.336473,
91500 - 7,0.13761,0.00797613,830.11,45.0163,1.4281,0.111527,888.758,45.715,0.0745455,0.00374575,982.177,100.114,7.32739,0.414316,0.2931,0.244764,
91500 - 8,0.139124,0.00794687,838.841,44.7914,1.52238,0.116303,924.539,47.616,0.0783612,0.00359167,1071.57,98.9998,7.16375,0.408559,0.175913,0.321968,
91500 - 5,0.137376,0.00773479,829.11,43.7471,1.40621,0.10537,882.34,45.2947,0.0738325,0.00333747,935.501,94.4657,7.3598,0.410556,0.214143,0.262165,
91500 - 6,0.139725,0.00798074,842.23,45.0864,1.48962,0.114967,914.594,46.4557,0.0759276,0.00381596,1013.26,106.989,7.30336,0.423815,0.374105,0.079067,
91500 - 3,0.121806,0.00692673,742.201,40.859,1.24876,0.0950244,810.715,43.0552,0.073507,0.00331791,949.495,91.6591,8.61975,0.495936,0.174164,0.32529,
91500 - 4,0.117336,0.00668343,714.622,38.5136,1.26113,0.0966124,819.142,44.7317,0.0773939,0.00354883,1055.4,90.6689,9.08795,0.493393,0.139774,0.381576,
91500 - 1,0.141116,0.00807871,850.049,45.5195,1.48499,0.115689,911.118,49.4265,0.0754517,0.00373816,1000.52,105.518,7.18474,0.401303,0.251713,0.222085,
91500 - 2,0.145411,0.00831347,874.239,46.6099,1.50584,0.117076,920.051,48.6865,0.0745434,0.00378027,933.782,110.411,6.98833,0.387534,0.233201,0.139022,
91500 - 40,0.13839,0.00772985,834.951,43.6786,1.4679,0.111178,903.517,46.1781,0.0778275,0.00356599,1071.6,94.5519,7.23937,0.37537,0.166238,0.217041,
91500 - 41,0.113289,0.00652387,691.168,37.7779,1.19111,0.0889969,785.914,41.2975,0.0771923,0.00346258,1038.42,92.354,9.14534,0.542899,0.303186,0.256608,
91500 - 42,0.109292,0.00620289,668.18,35.9877,1.16602,0.0917311,772.273,42.8205,0.0781522,0.00387717,1040.82,103.78,9.52941,0.524846,0.247256,0.165843,
baseline
HFO - 17,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 16,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 33,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 34,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 39,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 19,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 17,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_62,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_63,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_64,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_65,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_66,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_67,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_68,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_69,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_70,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_71,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_72,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_73,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_74,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_75,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 12,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 11,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 10,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 38,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 37,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 18,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_76,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_77,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_78,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_79,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_80,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_81,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_82,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_83,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_84,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_85,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_86,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_87,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_88,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_89,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_90,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_91,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_92,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_93,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_94,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_95,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 15,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 14,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 13,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 35,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 36,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 15,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_96,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_97,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_98,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_99,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_100,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_101,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_102,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_103,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_104,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_105,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_106,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_107,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_108,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_109,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_110,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_111,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK22_112,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_75,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_76,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_77,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_78,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_79,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_80,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_81,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_82,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_83,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_84,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_85,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_86,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_87,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_88,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_89,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_90,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_91,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_92,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_93,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_94,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_95,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_96,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_97,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_98,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_99,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 21,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 20,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 19,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 31,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 32,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610 - 16,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_100,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_101,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_102,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_103,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_104,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_105,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_106,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_107,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_108,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_109,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_110,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_111,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_112,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_113,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_114,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_115,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_116,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_117,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_118,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_119,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 24,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 23,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO - 22,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 29,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500 - 30,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_120,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_121,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_122,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
JK23_123,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
