,Si29_mean,Si29_2SE,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Si29_CPS_mean,Si29_CPS_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
JK32-52,28723,671.356,213.562,53.7247,548.317,43.7834,3.1078,1.8857,1.69525,1.32316,3.38983,4.75244,0,0,0,0,29493.1,686.054,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-1,27816,631.826,248.28,65.4919,510.355,46.0008,2.01172,1.65566,2.0119,1.43858,1.72414,3.44828,0,0,0.689655,0.966726,28581.1,639.7,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-2,27816.2,735.14,769.633,492.079,496.62,44.1089,3.95525,2.18321,3.67305,1.81447,5.08475,5.76924,1.69492,3.38983,0.677966,0.950487,29097.6,831.425,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-3,27857.4,582.96,465.538,166.22,459.491,40.9713,2.58655,1.79671,3.44845,2.28366,1.72414,3.44828,0,0,1.03448,1.17337,28791.2,622.186,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-4,28299.6,573.989,337.94,102.818,478.458,42.3976,2.87414,1.6681,3.44862,2.13152,0,0,0,0,0.344828,0.689655,29122.7,601.202,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-5,28770.5,654.432,393.236,140.47,483.907,46.9073,2.82542,1.64247,2.82542,1.64247,10.1695,7.93739,1.69492,3.38983,0.338983,0.677966,29665.5,685.413,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-6,28716.2,659.154,240.682,65.4311,461.025,41.8096,2.54288,1.574,2.82542,1.64247,6.77966,6.602,0,0,0.677966,0.950487,29430.7,667.196,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-7,28289.3,682.012,334.502,178.04,491.389,43.3169,7.75879,12.6806,1.43707,1.23943,10.3448,8.06755,0,0,1.03448,1.17337,29135.8,744.908,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-8,28006.4,704.314,393.245,195.107,500.858,41.979,3.1078,1.8857,2.54288,1.574,6.77966,6.602,3.38983,4.75244,0.677966,0.950487,28917,732.332,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-9,27867.1,651.639,1139.79,1238.11,550.013,38.15,1.9778,1.41563,2.54288,1.574,5.08475,5.76924,0,0,0.677966,0.950487,29567.2,1278.84,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-10,27996.1,573.827,467.828,215.318,494.926,38.5078,3.1078,1.8857,2.54288,1.574,1.69492,3.38983,0,0,0,0,28966.2,635.504,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-11,28383.4,679.759,284.76,147.691,487.298,33.113,2.54288,1.574,2.54271,1.76817,5.08475,5.76924,0,0,0.338983,0.677966,29165.9,697.065,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-12,28101.4,556.387,355.947,144.446,532.215,39.1154,2.82525,1.82938,2.26034,1.49875,6.77966,6.602,0,0,0.677966,0.950487,29002.1,598.484,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-13,28126.9,661.339,375.879,154.978,507.77,45.0736,2.87379,2.03125,1.72448,1.34486,1.72414,3.44828,0,0,1.03448,1.17337,29017.9,713.99,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-14,27741.4,612.05,396.644,237.807,450.856,37.1006,2.54271,1.76817,1.9778,1.41563,6.77966,6.602,0,0,0.677966,0.950487,28600.9,677.365,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-15,28389.5,622.145,251.729,67.1339,499.148,40.5284,2.87397,1.85856,2.0119,1.43858,5.17241,5.86687,1.72414,3.44828,0,0,29152.1,630.212,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-16,27873.9,653.924,572.915,211.101,500.01,44.0519,0.847627,0.961732,2.54288,1.574,8.47458,7.31385,0,0,0.677966,0.950487,28959.4,662.274,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-17,28009.7,505.124,1112.11,645.288,507.637,42.8965,3.10797,1.70497,3.67305,1.81447,5.08475,5.76924,0,0,0.677966,0.950487,29642,876.012,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-18,27871.3,688.998,962.191,427.416,491.389,42.8963,2.58655,2.13838,2.01172,1.65566,8.62069,8.91512,0,0,1.72414,1.48702,29339.8,838.304,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-29,28665.3,700.978,223.733,58.8902,531.366,40.8791,1.69525,1.32316,3.67288,1.98526,1.69492,3.38983,0,0,0.338983,0.677966,29427.8,693.837,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-30,28356.1,579.313,244.072,68.4272,503.4,41.0194,3.67288,1.98526,3.10797,1.70497,5.08475,5.76924,0,0,1.35593,1.3204,29116.8,579.702,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-31,28589.9,637.664,217.245,54.1431,492.252,37.4491,4.02345,2.21685,4.59828,2.56584,5.17241,5.86687,0,0,1.72414,1.78302,29314.9,630.473,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-29,27895.5,651.929,213.796,56.4007,489.665,46.9769,1.43707,1.23943,2.58655,1.79671,10.3448,8.06755,0,0,0.689655,0.966726,28614,634.165,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-30,28397,725.68,250.852,55.2088,527.129,45.8283,3.39034,1.93754,2.82525,1.82938,10.1695,7.93739,1.69492,3.38983,4.40678,2.38205,29197.5,712.418,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NIST 610 - 11,27935.1,706.567,196.613,56.7938,499.162,35.8179,3.39051,1.76213,0.847627,0.961732,6.77966,6.602,1.69492,3.38983,0.677966,0.950487,28644.3,715.206,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-19,28804.6,764.208,210.173,51.5566,560.183,51.5578,4.80305,2.14008,2.26034,1.49875,6.77966,6.602,1.69492,3.38983,5.08475,2.6647,29595.6,769.951,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-20,27846.8,720.329,810.357,574.165,540.69,33.7151,3.39034,1.93754,2.54271,1.76817,5.08475,5.76924,0,0,1.01695,1.15385,29209.9,935.96,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-21,27500.3,529.915,396.624,132.066,511.875,39.3816,2.82508,1.9989,1.9778,1.41563,1.69492,3.38983,0,0,0.677966,0.950487,28415.9,528.118,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-22,27608.7,632.701,620.724,211.879,512.942,44.5173,2.58672,1.59889,2.87379,2.03125,5.17241,5.86687,0,0,1.72414,1.78302,28754.7,715.963,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-23,28064.8,681.596,648.341,320.734,510.356,37.6067,2.58672,1.59889,3.73621,2.01568,1.72414,3.44828,1.72414,3.44828,0,0,29233.2,748.868,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-24,27982.6,695.016,664.499,394.299,511.028,46.2567,1.9778,1.41563,1.97763,1.62878,3.38983,4.75244,1.69492,3.38983,0.338983,0.677966,29167.5,767.639,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-25,27310.1,602.467,461.048,215.666,516.96,42.0567,3.1078,1.8857,3.95525,2.18321,5.08475,5.76924,0,0,1.69492,1.75352,28302,649.709,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-26,26672.6,781.78,1579.91,1026.7,486.217,40.5508,2.29931,1.52276,1.72431,1.57491,3.44828,4.83363,0,0,1.03448,1.17337,28747.2,1415.45,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-27,27366.8,505.099,475.881,151.736,482.767,41.927,2.0119,1.43858,2.0119,1.43858,0,0,0,0,0,0,28329.5,536.328,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-28,27452.8,671.625,661.065,257.569,482.213,37.0431,1.13017,1.10055,3.10797,1.70497,3.38983,4.75244,0,0,0.338983,0.677966,28604,675.331,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-29,27333.9,668.5,952.739,575.043,501.705,38.9058,2.82525,1.82938,2.82525,1.82938,8.47458,7.31385,0,0,0.677966,0.950487,28803.2,885.843,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-30,27539.6,654.643,2749.34,3966.71,511.218,43.3804,2.29914,1.7293,1.4369,1.48589,6.89655,6.71261,0,0,0,0,30810.8,3834.97,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-31,27096.1,554.494,980.037,828.652,450.008,37.6873,1.69525,1.32316,2.82542,1.64247,1.69492,3.38983,0,0,0.338983,0.677966,28532.7,973.852,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-32,27527.5,697.909,718.698,270.483,507.637,38.9693,3.10797,1.70497,1.97763,1.62878,3.38983,4.75244,1.69492,3.38983,0.677966,0.950487,28764.7,716.941,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-33,27286.3,556.112,688.229,392.738,500.858,35.6546,3.1078,1.8857,2.26034,1.49875,3.38983,4.75244,0,0,1.35593,1.3204,28485.5,720.961,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-34,26644.9,603.371,472.431,139.04,496.562,41.66,2.58672,1.59889,1.4369,1.48589,5.17241,5.86687,0,0,1.03448,1.17337,27624.1,597.611,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-35,27411.8,701.862,665.583,322.705,463.802,43.3629,2.29914,1.7293,1.43707,1.23943,6.89655,6.71261,0,0,0.344828,0.689655,28552.2,729.683,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-36,26787.1,599.873,681.466,432.54,498.315,39.4282,1.41271,1.21922,2.26017,1.70152,5.08475,5.76924,3.38983,4.75244,0,0,27979.1,713.864,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-37,27048.7,720.38,528.849,229.434,468.653,43.2413,3.39017,2.09834,2.26034,1.49875,0,0,0,0,0.338983,0.677966,28052.2,773.41,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-38,27174.3,703.781,559.373,284.426,469.5,38.6836,2.82525,1.82938,2.26034,1.49875,3.38983,4.75244,1.69492,3.38983,1.35593,1.63664,28214.7,769.966,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-32,28023.2,507.557,224.142,53.0534,493.976,52.7592,4.02345,2.21685,3.16155,1.73119,1.72414,3.44828,0,0,0,0,28750.2,510.413,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-33,28230.6,741.234,272.418,64.2895,482.768,34.1316,3.16155,1.73119,2.87397,1.85856,1.72414,3.44828,0,0,0,0,28993.6,745.283,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-34,27469.8,654.515,308.482,93.9214,489.841,41.5792,3.67271,2.14248,3.67305,1.81447,6.77966,6.602,1.69492,3.38983,1.69492,1.46277,28285.6,652.982,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-27,27107.8,660.607,206.899,46.1108,463.802,42.5174,3.16155,1.73119,3.16138,1.9154,8.62069,8.91512,0,0,3.44828,4.30399,27796.9,669.874,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-28,27536.1,583.414,210.348,52.4522,462.078,41.474,2.58672,1.59889,4.0231,3.87253,3.44828,4.83363,3.44828,4.83363,1.03448,1.17337,28223.1,591.745,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NIST 610 - 12,26552.8,507.259,240.682,58.6474,513.57,35.0208,3.95525,2.18321,4.23763,2.36232,3.38983,4.75244,0,0,0,0,27318.6,511.264,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-35,28994.2,698.369,196.555,60.2421,550.012,42.3899,2.87379,2.3389,3.16138,1.9154,6.89655,8.32211,0,0,4.13793,3.51419,29757.8,708.86,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-26,27255.7,534.674,247.462,59.0917,499.163,30.4365,2.26,1.88258,4.80271,2.42444,5.08475,5.76924,0,0,0.338983,0.677966,28014.9,529.99,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
