,Si29_mean,Si29_2SE,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Si29_CPS_mean,Si29_CPS_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 207Pb/206Pb v 238U/206Pb,rho 206Pb/238U v 207Pb/235U,
NIST 610 - 13,26444.1,501.766,244.072,62.7219,497.468,41.9742,3.67305,1.81447,3.10763,2.346,5.08475,5.76924,0,0,2.0339,1.58748,27199.5,503.095,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-39,28536.3,743.683,162.714,42.6754,536.453,44.173,3.1078,1.8857,2.26034,1.49875,8.47458,7.31385,6.77966,8.18318,3.05085,2.52419,29259.1,738.395,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-40,27156.1,596.519,517.278,238.405,517.252,47.2847,3.16155,1.73119,2.87397,1.85856,6.89655,6.71261,0,0,0.344828,0.689655,28203.9,611.69,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-41,27666.7,617.001,762.809,391.754,516.96,40.3547,2.82542,1.64247,2.82542,1.64247,5.08475,5.76924,1.69492,3.38983,2.37288,3.07091,28961.3,732.137,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-42,27157.3,651.801,518.67,180.962,535.605,47.0697,1.41271,1.21922,3.39034,2.24789,1.69492,3.38983,0,0,0,0,28218.1,652.636,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-43,27508.5,509.901,334.493,115.325,509.493,41.7755,3.16155,1.73119,4.31069,2.39881,5.17241,5.86687,1.72414,3.44828,0,0,28366.8,549.199,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-44,27805.7,682.27,400.018,155.57,481.044,41.1459,2.58672,1.59889,2.29931,1.52276,12.069,8.62976,0,0,0.689655,0.966726,28704.4,702.963,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-45,27190.7,602.478,379.338,212.34,489.664,39.6429,2.87397,1.85856,2.29931,1.52276,1.72414,3.44828,0,0,1.03448,1.17337,28067.6,648.009,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-46,27530.9,647.21,878.262,733.973,493.231,41.6268,1.97763,1.62878,1.41271,1.21922,3.38983,6.77966,0,0,0,0,28909.2,933.696,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-47,27356.5,621.407,320.696,73.586,486.217,41.9444,2.87397,1.85856,1.72448,1.34486,8.62069,7.43511,0,0,2.06897,1.61351,28178.7,615.599,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-48,27491.3,680.083,303.455,81.2765,518.977,41.947,3.16121,2.08338,2.0119,1.43858,3.44828,4.83363,0,0,0.689655,0.966726,28323,662.939,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-49,27354.3,604.999,342.382,95.2699,501.704,38.8307,5.36831,2.04553,2.82542,1.64247,0,0,0,0,0,0,28206.6,651.269,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-50,27062.2,613.596,708.595,454.671,485.603,39.6562,2.54254,2.25261,2.26034,1.49875,3.38983,4.75244,1.69492,3.38983,0.677966,0.950487,28267,735.733,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_band-51,27280.6,696.864,475.889,196.993,488.802,33.6397,1.72431,1.57491,2.29931,1.52276,5.17241,5.86687,3.44828,4.83363,0,0,28257.9,745.88,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-1,27270.1,574.963,262.074,76.3416,519.838,41.955,3.44879,1.96765,1.43707,1.23943,1.72414,3.44828,0,0,0.689655,0.966726,28059.3,590.604,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-2,27211.6,619.297,532.295,404.64,480.518,32.4375,2.54288,1.574,3.1078,1.8857,3.38983,4.75244,0,0,0.677966,0.950487,28234.2,698.353,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-3,27211.6,614.687,311.873,100.161,494.925,40.8643,2.82542,1.64247,2.82525,1.82938,3.38983,4.75244,0,0,0.677966,0.950487,28028.2,630.268,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-4,26967.1,580.535,627.186,328.915,483.908,46.9075,3.10797,1.70497,2.26017,1.70152,3.38983,4.75244,1.69492,3.38983,0.338983,0.677966,28089,642.511,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-5,27598.3,645.802,279.317,80.4969,464.664,47.0575,3.16138,1.9154,0.862241,0.978007,0,0,0,0,0.689655,0.966726,28347,665.819,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-6,26703.6,671.657,1107.4,963.729,529.322,48.2653,2.87397,1.85856,4.0231,2.50158,10.3448,8.06755,0,0,0.689655,0.966726,28358.3,1203.72,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-7,27135.5,704.843,489.704,285.743,487.079,45.0577,2.29931,1.52276,2.29914,1.7293,8.62069,7.43511,0,0,1.03448,1.17337,28126.5,752.165,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-8,27035,500.54,644.152,373.251,498.315,39.1305,3.1078,1.8857,2.54288,1.574,3.38983,4.75244,0,0,0,0,28186.5,620.779,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-9,26745.1,683.317,403.468,160.32,484.493,39.4477,2.87397,1.85856,2.87414,1.6681,5.17241,5.86687,0,0,0.344828,0.689655,27644.3,706.908,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-10,26892.5,736.004,322.042,86.506,498.316,34.2731,2.54288,1.574,2.82508,1.9989,0,0,1.69492,3.38983,0.338983,0.677966,27720.3,715.988,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-11,27028.3,624.877,396.575,190.924,506.906,38.5355,4.31103,2.10019,2.29897,1.91368,1.72414,3.44828,1.72414,3.44828,0.344828,0.689655,27942.2,647.308,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-12,27180.3,572.532,472.441,197.453,472.422,40.6538,3.16138,1.9154,1.72448,1.34486,6.89655,8.32211,0,0,0.689655,0.966726,28137.6,598.136,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-13,26828,727.211,437.322,232.617,510.181,42.4144,2.54288,1.574,2.26017,1.70152,3.38983,4.75244,1.69492,3.38983,0.338983,0.677966,27785.7,781.328,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-64,27986,646.225,274.581,66.9276,525.435,39.0114,1.97763,1.62878,2.26034,1.49875,6.77966,6.602,0,0,1.01695,1.15385,28798,656.896,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-65,27042.1,519.44,317.247,62.2519,496.562,42.3799,2.87397,1.85856,2.58672,1.59889,10.3448,9.44901,0,0,1.72414,1.48702,27873.4,521.759,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO-66,27337.3,553.433,389.84,90.4209,482.213,41.1542,4.52051,2.39493,3.39034,1.93754,10.1695,7.93739,0,0,2.37288,1.69842,28229.8,547.257,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-1,27286.3,544.192,311.87,58.2408,497.467,45.5792,2.26017,1.70152,3.39034,1.93754,3.38983,4.75244,0,0,2.0339,1.58748,28106.7,558.401,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-2,27011.3,627.604,233.902,59.7323,444.923,42.8201,3.95542,2.32731,2.26017,1.70152,5.08475,5.76924,0,0,1.01695,1.50549,27702.4,633.417,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NIST 610 - 14,26617.3,727.47,275.867,56.3708,525.011,40.0599,3.16155,1.73119,4.02328,2.3635,13.7931,9.13471,0,0,1.37931,1.34252,27440.5,725.275,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-14,27755.1,672.237,166.104,51.3101,578.827,49.912,3.10763,2.05056,2.82542,1.64247,10.1695,7.93739,3.38983,4.75244,3.72881,2.8151,28523.2,679.245,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-15,26994.3,589.49,264.412,66.6076,518.655,44.3756,4.52034,2.25516,2.26017,1.70152,11.8644,8.49209,0,0,2.0339,1.58748,27798,598.803,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-16,26907.4,642.948,362.085,151.622,467.25,40.5328,3.73603,2.17593,2.0119,1.43858,3.44828,4.83363,0,0,1.03448,1.17337,27747,694.523,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-17,26544.7,597.51,627.722,498.631,487.941,39.7612,3.73603,2.4656,2.29931,1.52276,6.89655,6.71261,1.72414,3.44828,0.689655,0.966726,27675.7,797.681,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-18,27283,721.998,345.772,100.886,479.67,45.3668,3.67254,2.28893,2.26017,1.70152,5.08475,5.76924,0,0,0.677966,0.950487,28120.2,737.394,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-19,27308.2,654.296,362.102,242.739,472.423,45.5659,2.58672,1.59889,1.72448,1.34486,8.62069,7.43511,0,0,0.344828,0.689655,28156,674.245,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-20,26717.4,599.756,845.406,1061.64,469.836,32.533,3.44862,2.13152,2.29931,1.52276,1.72414,3.44828,0,0,1.03448,1.17337,28041.1,1311.22,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-21,26525.7,611.969,288.144,105.617,479.67,43.7935,1.97763,1.62878,1.9778,1.41563,11.8644,8.49209,0,0,0.677966,1.35593,27310,634.294,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-22,26797.3,605.724,288.145,107.371,540.69,41.9082,1.69525,1.32316,1.9778,1.41563,6.77966,6.602,1.69492,3.38983,0.677966,0.950487,27639,606.423,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-23,26610.6,628.184,372.896,135.207,466.958,40.6432,2.82508,1.9989,1.97763,1.62878,6.77966,6.602,1.69492,3.38983,0.338983,0.677966,27464,604.726,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-24,26361.6,695.004,479.372,331.537,484.493,42.3329,3.16121,2.08338,2.0119,1.43858,1.72414,3.44828,0,0,0,0,27332.4,777.5,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-25,26610.5,577.838,430.546,250.516,489.84,41.3682,3.39034,1.93754,2.26034,1.49875,6.77966,6.602,1.69492,3.38983,0.677966,0.950487,27545.7,671.66,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-26,26498.5,606.4,335.603,111.295,485.603,37.9234,2.82525,1.82938,2.26034,1.49875,10.1695,7.93739,0,0,0.338983,0.677966,27335.3,617.541,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-27,27021.4,578.139,240.682,57.0305,513.57,44.6991,3.67288,1.98526,1.9778,1.41563,8.47458,7.31385,0,0,1.69492,1.46277,27791.5,583.883,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-28,26461.8,630.811,317.25,100.356,476.734,41.8304,3.44897,1.78883,2.0119,1.43858,1.72414,3.44828,0,0,0.689655,0.966726,27263.6,629.931,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-29,26257.9,444.515,275.87,104.046,469.837,40.0364,3.44862,2.13152,2.87397,1.85856,5.17241,5.86687,0,0,1.37931,1.34252,27016.5,460.923,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-30,26284.5,518.552,311.88,153.309,476.281,40.3361,2.54237,2.1034,2.54288,1.574,1.69492,3.38983,0,0,1.69492,1.46277,27081.1,539.685,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-31,25988.5,511.084,372.459,288.004,478.458,55.2812,2.0119,1.43858,2.87397,1.85856,5.17241,5.86687,0,0,0.344828,0.689655,26849.8,562.809,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
JK21_vein-32,25934.8,719.519,1174.11,1540.36,453.398,43.1713,2.82525,1.82938,1.9778,1.41563,8.47458,8.76758,0,0,0.677966,0.950487,27576.3,1814.74,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
