,Fe57_mean,Fe57_2SE,Pb204_mean,Pb204_2SE,Pb206_mean,Pb206_2SE,Pb207_mean,Pb207_2SE,Pb208_mean,Pb208_2SE,Th232_mean,Th232_2SE,U238_mean,U238_2SE,PbTotal_mean,PbTotal_2SE,TotalBeam_mean,TotalBeam_2SE,BeamSeconds_mean,BeamSeconds_2SE,Mask_mean,Mask_2SE,Fe57_CPS_mean,Fe57_CPS_2SE,Pb204_CPS_mean,Pb204_CPS_2SE,Pb206_CPS_mean,Pb206_CPS_2SE,Pb207_CPS_mean,Pb207_CPS_2SE,Pb208_CPS_mean,Pb208_CPS_2SE,Th232_CPS_mean,Th232_CPS_2SE,U238_CPS_mean,U238_CPS_2SE,PbTotal_CPS_mean,PbTotal_CPS_2SE,TotalBeam_CPS_mean,TotalBeam_CPS_2SE,Pb206/U238_mean,Pb206/U238_2SE,Pb206/U238 age_mean,Pb206/U238 age_2SE,Pb207/U235_mean,Pb207/U235_2SE,Pb207/U235 age_mean,Pb207/U235 age_2SE,Pb208/Th232_mean,Pb208/Th232_2SE,Pb208/Th232 age_mean,Pb208/Th232 age_2SE,DC Pb206/U238_mean,DC Pb206/U238_2SE,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb206/U238 age_2SE,DC Pb207/U235_mean,DC Pb207/U235_2SE,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb207/U235 age_2SE,DC Pb208/Th232_mean,DC Pb208/Th232_2SE,DC Pb208/Th232 age_mean,DC Pb208/Th232 age_2SE,DC Pb207/Pb206_mean,DC Pb207/Pb206_2SE,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC Pb207/Pb206 age_2SE,DC U238/Pb206_mean,DC U238/Pb206_2SE,Raw U/Th_mean,Raw U/Th_2SE,Final Pb206/U238_mean,Final Pb206/U238_2SE,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_2SE,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_2SE,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_2SE,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_2SE,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_2SE,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_2SE,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
GQ5_5
HFO - 61,1020.9,268.794,551.054,39.4449,6.59771,3.6789,6.94521,3.2668,16.6667,10.8721,0,0,22.5,10.8258,581.263,39.9562,2205.92,285.173,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 62,1000.08,326.068,523.416,43.7456,6.38383,2.78652,7.44745,4.03109,25.5319,14.2244,0,0,17.8723,6.68952,562.779,44.6818,2143.51,336.349,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-24,370.222,106.747,507.457,51.7952,5.67447,3.08806,3.5466,2.25269,12.766,9.84058,0,0,7.23404,7.83035,529.444,55.6544,1436.34,153.135,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-25,291.672,71.4194,518.761,42.3847,24.6531,9.04134,4.86146,2.79987,8.33333,8.06299,18.75,14.1625,66.6667,23.2572,556.609,44.6275,1490.31,96.3267,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NIST 610 - 19,245.837,66.5684,588.556,56.2789,5.20938,2.25413,3.12542,2.1418,10.4167,8.91167,4.16667,5.82953,1.25,1.41233,607.308,57.0331,1465.87,129.075,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-7,255.324,74.7036,548.948,43.2818,6.38362,3.29361,7.09255,3.32318,14.8936,12.1336,8.51064,10.2328,22.1277,9.9012,577.318,47.5483,1440.6,119.271,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-8,2393.47,1995.68,537.512,51.4441,4.16729,2.32783,5.55583,3.03205,6.25,7.06166,2.08333,4.16667,2.08333,2.14363,553.485,52.8744,3504.61,2007.23,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-9,1004.29,471.77,511.47,56.4362,4.51458,2.76137,4.51458,2.378,16.6667,12.3961,0,0,1.25,1.41233,537.166,61.1533,2079.87,487.811,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-10,2179.23,923.696,564.907,47.0141,3.5466,2.25269,3.19213,1.9342,4.25532,5.95216,0,0,2.97872,3.21392,575.901,48.4417,3334.01,940.834,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-11,1835.44,1801.88,603.206,46.8654,4.25574,2.95037,5.32,2.50558,6.38298,7.20842,0,0,1.70213,2.67369,619.164,48.6871,3075.48,1801.77,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-12,1646.13,714.027,568.763,45.8998,4.51458,2.378,2.43104,1.71639,6.25,7.06166,0,0,1.25,1.41233,581.959,48.7837,2811.3,721.023,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-13,1079.31,515.422,550.013,54.4176,2.77833,1.81238,3.82,2.27204,12.5,9.64806,2.08333,4.16667,0.416667,0.833333,569.111,57.1201,2220.04,545.6,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-14,966.785,460.8,531.262,49.7023,4.86167,2.61818,4.51458,2.378,16.6667,10.8721,2.08333,4.16667,2.08333,1.78233,557.305,51.8298,2085.56,494.63,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-15,1237.77,733.732,537.511,41.7394,6.59813,2.76131,3.82021,2.04396,12.5,9.64806,0,0,0,0,560.43,42.0465,2358.63,755.971,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-16,1647.39,1112.98,538.309,45.6459,2.12809,1.64042,2.48255,2.02239,4.25532,5.95216,2.12766,4.25532,1.2766,1.44168,547.175,46.1654,2745.15,1115.74,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-17,983.519,613.163,551.055,55.5052,4.1675,2.1058,2.43104,1.71639,8.33333,8.06299,0,0,1.66667,2.00472,565.987,55.8727,2117.16,624.058,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-18,1504.66,1008.62,529.178,49.0924,3.82,2.27204,4.86146,2.79987,8.33333,8.06299,0,0,0.416667,0.833333,546.193,50.6598,2597.46,987.876,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-19,1525.35,813.233,522.928,45.0549,5.20917,2.46282,3.4725,2.42267,6.25,7.06166,0,0,1.25,1.41233,537.86,46.1578,2602.32,817.089,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-20,962.613,447.906,517.719,50.8367,4.16688,3.05905,2.43083,1.9825,10.4167,8.91167,0,0,2.08333,1.78233,534.733,53.3187,2034.16,457.414,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-21,900.095,407.459,534.387,41.0602,2.08354,1.88972,2.43104,1.71639,16.6667,10.8721,0,0,0.833333,1.16591,555.568,44.8324,2012.06,439.511,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-22,731.953,224.111,527.671,47.102,3.90128,2.31496,3.19213,1.9342,4.25532,5.95216,0,0,1.2766,1.44168,539.02,47.6768,1811.27,230.036,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-23,1004.34,593.505,552.096,53.9229,3.47271,2.2102,2.77813,2.06617,4.16667,5.82953,0,0,0.416667,0.833333,562.514,54.4037,2129.79,587.114,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-24,872.416,353.801,505.33,43.7859,4.96511,2.66613,5.32,2.88684,12.766,9.84058,0,0,0.425532,0.851064,528.381,45.6231,1929.6,360.497,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-25,1171.01,557.375,547.929,40.9302,3.47271,2.61825,2.77792,2.29203,8.33333,10.0236,0,0,0.416667,0.833333,562.513,40.5418,2296.45,572.15,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-26,1038.43,485.795,541.501,49.1689,6.02894,2.9429,2.83745,1.84742,14.8936,10.4986,0,0,0.425532,0.851064,565.261,53.9054,2169.38,502.331,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 58,358.34,74.3394,563.555,46.2956,4.16729,2.71828,3.81979,2.47922,8.33333,8.06299,2.08333,4.16667,0,0,579.875,45.2332,1520.17,112.76,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 59,808.39,286.119,539.595,42.8355,6.25042,3.38395,6.25083,2.74079,10.4167,10.7182,0,0,14.1667,9.22211,562.513,44.2369,1947.58,296.577,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 60,616.688,139.326,513.552,42.082,8.33396,3.84392,7.98688,3.13693,8.33333,8.06299,0,0,45.4173,37.4693,538.206,43.3763,1738.52,163.873,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-26,358.34,81.6159,569.805,43.7348,3.81937,2.84873,6.59833,2.93439,4.16667,5.82953,2.08333,4.16667,1.66667,2.00472,584.389,44.1357,1530.87,105.423,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
91500-27,250.004,61.3111,541.678,35.3985,5.55667,2.29251,3.12563,1.89814,6.25,7.06166,12.5,9.64806,27.9167,14.3779,556.61,35.4366,1403.64,102.084,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NIST 610 - 18,283.339,65.0532,590.639,45.9994,5.20917,2.46282,6.59833,2.57689,12.5,11.3378,0,0,1.25,1.41233,614.947,46.5246,1514.48,103.952,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-27,283.338,61.6956,583.348,49.5869,5.90354,2.71633,5.55583,3.34119,8.33333,8.06299,12.5,14.1233,6.25,2.70441,603.14,47.7931,1508.37,117.292,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-28,1085.3,618.717,553.204,53.5885,4.61021,3.15794,4.25596,2.37099,6.38298,7.20842,0,0,0.851064,1.19043,568.454,54.6389,2223.06,636.664,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-29,1868.45,787.245,542.565,49.5124,5.67468,2.54027,3.90128,2.31496,12.766,11.5689,0,0,1.2766,1.44168,564.907,52.0668,2999.54,808.463,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-30,659.607,211.417,546.82,44.0147,3.19149,2.61201,4.96532,2.46598,12.766,11.5689,0,0,0.851064,1.19043,567.743,45.8649,1795.94,240.527,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-31,1719.56,886.46,570.226,52.1228,3.5466,2.25269,3.54681,2.01182,10.6383,9.09207,0,0,0,0,587.958,53.1942,2895.48,862.944,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-32,875.058,278.746,566.68,42.771,5.55625,2.68783,3.47292,1.975,6.25,7.06166,0,0,1.25,1.41233,581.959,42.7115,2040.23,277.209,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-33,727.722,333.789,555.332,48.2108,3.19213,1.9342,2.83745,1.84742,4.25532,5.95216,0,0,0.851064,1.19043,565.617,51.1218,1859.81,364.491,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-34,625.064,353.708,504.178,52.0722,5.90396,2.32584,5.90396,2.32584,6.25,7.06166,2.08333,4.16667,0.833333,1.16591,522.236,50.7581,1672.45,355.626,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-35,1983.86,979.007,536.47,45.3278,5.90333,2.89187,2.77833,1.81238,14.5833,10.2963,0,0,0.416667,0.833333,559.735,47.8563,3103.74,985.643,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-36,1150.17,561.62,509.385,51.801,3.47229,2.61796,7.64,2.80009,2.08333,4.16667,0,0,0.833333,1.66667,522.581,50.5164,2196.17,568.992,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-37,1270.99,508.98,518.76,48.9835,5.20896,3.00336,5.20875,2.83449,6.25,7.06166,0,0,1.66667,1.6126,535.428,50.5763,2343.52,526.606,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-38,2426.09,1479.23,597.931,58.3456,5.20875,2.83449,3.12542,2.56077,4.16667,5.82953,0,0,0.416667,0.833333,610.432,57.8879,3647.37,1500.82,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-39,2068.57,924.119,536.182,50.4124,2.48277,1.75012,3.19213,1.9342,6.38298,9.43208,0,0,1.2766,1.44168,548.24,50.3502,3166.33,928.339,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-40,2025.55,1010.81,463.551,41.5518,1.38917,1.3441,3.12563,1.89814,2.08333,4.16667,2.08333,4.16667,1.66667,1.6126,470.149,41.2341,2969.6,1012.7,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-41,3301.31,1521.55,495.844,52.7488,4.86146,2.79987,1.73646,1.48558,6.25,7.06166,0,0,0,0,508.692,53.0141,4318.7,1528.37,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-42,1491.89,593.356,533.345,41.0791,4.1675,2.1058,1.38917,1.3441,6.25,7.06166,0,0,0,0,545.151,42.7933,2582.19,586.666,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-43,2229.73,983.49,491.676,45.6779,5.20896,2.65517,1.38917,1.3441,8.33333,8.06299,0,0,0.416667,0.833333,506.608,46.2536,3243.36,984.505,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-44,2038.16,1130.32,597.931,52.4225,3.4725,2.42267,3.47292,1.975,8.33333,8.06299,0,0,0,0,613.21,52.2656,3264.58,1162.4,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-45,1429.39,606.646,520.845,49.4527,2.08375,1.60833,3.12563,1.89814,2.08333,4.16667,0,0,1.25,1.41233,528.138,49.9054,2486.91,605.816,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
NF9_4-46,1775.45,916.602,508.343,48.6846,2.77833,1.81238,3.12542,2.1418,6.25,7.06166,0,0,0.416667,0.833333,520.497,49.0096,2816.86,899.771,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
HFO - 55,404.183,159.571,518.76,39.46,4.51438,2.57668,3.12542,2.1418,2.08333,4.16667,0,0,0.833333,1.16591,528.484,40.3773,1461.98,168.885,0,0,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,nan,,nan,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,,,nan,nan,
