tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	instrument_codes	int_corr	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	volume
This study	Hmt	0.0	284.8	41.6	4.4	2	19	100.0	GQ.26a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:08:58	u	Quartzite	963.0	888.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.26a	pmagpy-4.2.109: demag_gui	GQ.26a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.26a		GQ.26a	7.000000000000001e-06
This study	Mgt	8.8	204.8	38.5	14.5	2	9	100.0	GQ.26a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:08:58	u	Quartzite	853.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.26a	pmagpy-4.2.109: demag_gui	GQ.26a	
This study	Mgt	5.4	189.0	45.1	8.7	2	9	0.0	GQ.27a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:52:41	u	Quartzite	848.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.27a	pmagpy-4.2.109: demag_gui	GQ.27a	
This study	Hmt	0.0	248.3	74.2	6.5	2	16	0.0	GQ.27a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:52:41	u	Quartzite	961.0	888.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.27a	pmagpy-4.2.109: demag_gui	GQ.27a	
This study	Hmt	0.0	95.9	81.1	6.5	2	16	100.0	GQ.27a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:52:41	u	Quartzite	961.0	888.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.27a	pmagpy-4.2.109: demag_gui	GQ.27a	
This study	Mgt	5.4	163.1	48.5	8.7	2	9	100.0	GQ.27a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:52:41	u	Quartzite	848.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.27a	pmagpy-4.2.109: demag_gui	GQ.27a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.27a		GQ.27a	8e-06
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.28a		GQ.28a	1e-05
This study	Mgt	1.2	189.7	-11.8	7.0	2	9	100.0	GQ.28a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:54:12	u	Quartzite	853.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.28a	pmagpy-4.2.109: demag_gui	GQ.28a	
This study	Hmt	0.0	189.8	1.8	5.0	2	17	100.0	GQ.28a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:54:12	u	Quartzite	957.0	873.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.28a	pmagpy-4.2.109: demag_gui	GQ.28a	
This study	Mgt	1.2	183.2	-19.4	7.0	2	9	0.0	GQ.28a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:54:12	u	Quartzite	853.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.28a	pmagpy-4.2.109: demag_gui	GQ.28a	
This study	Hmt	0.0	188.7	-6.9	5.0	2	17	0.0	GQ.28a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:54:12	u	Quartzite	957.0	873.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.28a	pmagpy-4.2.109: demag_gui	GQ.28a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.29a		GQ.29a	1.5e-05
This study	Mgt	3.1	121.5	-43.0	11.0	1	1	100.0	GQ.29a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:10:30	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.29a	pmagpy-4.2.109: demag_gui	GQ.29a	
This study	Mgt	3.1	111.5	-24.0	11.0	1	1	0.0	GQ.29a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:10:30	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.29a	pmagpy-4.2.109: demag_gui	GQ.29a	
This study	Hmt	0.0	350.6	37.1	8.5	2	11	100.0	GQ.2a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:00:32	u	Quartzite	961.0	873.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.2a	pmagpy-4.2.109: demag_gui	GQ.2a	
This study	Mgt	2.1	0.6	53.6	4.8	2	1	0.0	GQ.2a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:00:32	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.2a	pmagpy-4.2.109: demag_gui	GQ.2a	
This study	Hmt	0.0	333.1	34.4	8.5	2	11	0.0	GQ.2a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:00:32	u	Quartzite	961.0	873.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.2a	pmagpy-4.2.109: demag_gui	GQ.2a	
This study	Mgt	2.1	25.6	43.1	4.8	2	1	100.0	GQ.2a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:00:32	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.2a	pmagpy-4.2.109: demag_gui	GQ.2a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.2a		GQ.2a	1.2e-05
This study	Mgt	2.2	298.4	4.6	9.3	2	9	100.0	GQ.30a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:59:21	u	Quartzite	853.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.30a	pmagpy-4.2.109: demag_gui	GQ.30a	
This study	Hmt	0.0	316.3	25.7	5.9	2	14	100.0	GQ.30a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:59:21	u	Quartzite	959.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.30a	pmagpy-4.2.109: demag_gui	GQ.30a	
This study	Mgt	2.2	299.7	-13.7	9.3	2	9	0.0	GQ.30a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:59:21	u	Quartzite	853.0	798.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.30a	pmagpy-4.2.109: demag_gui	GQ.30a	
This study	Hmt	0.0	309.5	11.7	5.9	2	14	0.0	GQ.30a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:59:21	u	Quartzite	959.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.30a	pmagpy-4.2.109: demag_gui	GQ.30a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.30a		GQ.30a	1.8e-05
This study	Mgt	12.8	30.2	18.7	6.1	2	1	100.0	GQ.31a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 12:02:15	u	Quartzite	848.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.31a	pmagpy-4.2.109: demag_gui	GQ.31a	
This study	Hmt	0.0	339.4	45.3	7.9	2	14	100.0	GQ.31a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 12:02:15	u	Quartzite	961.0	888.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.31a	pmagpy-4.2.109: demag_gui	GQ.31a	
This study	Hmt	0.0	319.1	37.2	7.9	2	14	0.0	GQ.31a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 12:02:15	u	Quartzite	961.0	888.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.31a	pmagpy-4.2.109: demag_gui	GQ.31a	
This study	Mgt	12.8	20.7	33.5	6.1	2	1	0.0	GQ.31a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 12:02:15	u	Quartzite	848.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.31a	pmagpy-4.2.109: demag_gui	GQ.31a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.31a		GQ.31a	1.9e-05
This study	Mgt	3.6	181.8	-78.6	5.3	1	9	0.0	GQ.3a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-07 14:54:07	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.3a	pmagpy-4.2.109: demag_gui	GQ.3a	
This study	Mgt	3.6	234.7	-61.2	5.3	1	9	100.0	GQ.3a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-07 14:54:07	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.3a	pmagpy-4.2.109: demag_gui	GQ.3a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.3a		GQ.3a	1.3e-05
This study	Mgt	19.7	16.2	25.2	16.8	1	9	100.0	GQ.4a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-06 11:25:00	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.4a	pmagpy-4.2.109: demag_gui	GQ.4a	
This study	Mgt	11.8	349.3	58.3	9.4	1	5	0.0	GQ.4a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-06 11:25:00	u	Quartzite	853.0	828.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.4a	pmagpy-4.2.109: demag_gui	GQ.4a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.4a		GQ.4a	1.2e-05
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.5a		GQ.5a	1.5e-05
This study	Mgt	38.5	223.6	5.4	9.7	2	11	100.0	GQ.5a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:01:58	u	Quartzite	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.5a	pmagpy-4.2.109: demag_gui	GQ.5a	
This study	Hmt	0.0	334.9	41.2	6.4	2	19	100.0	GQ.5a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:01:58	u	Quartzite	963.0	873.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.5a	pmagpy-4.2.109: demag_gui	GQ.5a	
This study	Hmt	0.0	318.0	32.1	6.4	2	19	0.0	GQ.5a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:01:58	u	Quartzite	963.0	873.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.5a	pmagpy-4.2.109: demag_gui	GQ.5a	
This study	Mgt	38.5	222.5	-14.3	9.7	2	11	0.0	GQ.5a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 14:01:58	u	Quartzite	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.5a	pmagpy-4.2.109: demag_gui	GQ.5a	
This study	Hmt	0.0	312.5	24.6	7.2	2	1	0.0	GQ.6a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:30:38	u	Quartzite	959.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.6a	pmagpy-4.2.109: demag_gui	GQ.6a	
This study	Mgt	2.0	338.9	-0.3	7.5	2	7	0.0	GQ.6a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:30:38	u	Quartzite	853.0	813.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.6a	pmagpy-4.2.109: demag_gui	GQ.6a	
This study	Hmt	0.0	325.1	36.6	7.2	2	1	100.0	GQ.6a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:30:38	u	Quartzite	959.0	928.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.6a	pmagpy-4.2.109: demag_gui	GQ.6a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.6a		GQ.6a	1.8e-05
This study	Mgt	2.0	339.6	3.5	7.5	2	7	100.0	GQ.6a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:30:38	u	Quartzite	853.0	813.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.6a	pmagpy-4.2.109: demag_gui	GQ.6a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.7a		GQ.7a	9e-06
This study	Mgt	5.3	1.4	27.1	8.6	1	9	0.0	GQ.7a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-06 09:46:00	u	Quartzite	848.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.7a	pmagpy-4.2.109: demag_gui	GQ.7a	
This study	Mgt	5.3	11.4	19.5	8.6	1	9	100.0	GQ.7a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-06 09:46:00	u	Quartzite	848.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.7a	pmagpy-4.2.109: demag_gui	GQ.7a	
This study	Mgt	2.6	20.7	55.7	17.6	2	9	100.0	GQ.8a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:32:01	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	GQ.8a	pmagpy-4.2.109: demag_gui	GQ.8a	
This study	Hmt	0.0	10.6	49.5	7.4	2	7	100.0	GQ.8a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:32:01	u	Quartzite	959.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.8a	pmagpy-4.2.109: demag_gui	GQ.8a	
This study	Hmt	0.0	340.3	52.7	7.4	2	7	0.0	GQ.8a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:32:01	u	Quartzite	959.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.8a	pmagpy-4.2.109: demag_gui	GQ.8a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.8a		GQ.8a	1.5e-05
This study	Mgt	2.6	341.0	61.4	17.6	2	9	0.0	GQ.8a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:32:01	u	Quartzite	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	GQ.8a	pmagpy-4.2.109: demag_gui	GQ.8a	
This study										Metamorphic	Conglomerate			Quartzite					g	GQ.9a		GQ.9a	1.5e-05
This study	Hmt	0.0	23.1	40.6	5.3	1	16	0.0	GQ.9a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:33:21	u	Quartzite	959.0	888.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	GQ.9a	pmagpy-4.2.109: demag_gui	GQ.9a	
This study	Hmt	0.0	34.9	24.7	5.3	1	16	100.0	GQ.9a_LP-DIR-T	Metamorphic	Conglomerate	hargrave 2024-05-09 11:33:21	u	Quartzite	959.0	888.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	GQ.9a	pmagpy-4.2.109: demag_gui	GQ.9a	
This study	Hmt	0.0	30.3	31.0	4.2	2	12	100.0	NF.10-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:44:00	u	Ironstone	959.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.10-1	pmagpy-4.2.109: demag_gui	NF.10-1	
This study	Mgt	25.2	113.2	72.8	10.7	2	7	0.0	NF.10-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:44:00	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.10-1	pmagpy-4.2.109: demag_gui	NF.10-1	
This study	Hmt	0.0	59.2	49.1	4.2	2	12	0.0	NF.10-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:44:00	u	Ironstone	959.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.10-1	pmagpy-4.2.109: demag_gui	NF.10-1	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.10-1		NF.10-1	
This study	Mgt	25.2	10.3	61.6	10.7	2	7	100.0	NF.10-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:44:00	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.10-1	pmagpy-4.2.109: demag_gui	NF.10-1	
This study	Hmt	0.0	50.1	54.3	6.0	2	9	0.0	NF.10-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:45:13	u	Ironstone	957.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.10-2	pmagpy-4.2.109: demag_gui	NF.10-2	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.10-2		NF.10-2	
This study	Mgt	27.1	116.4	73.7	14.8	2	1	0.0	NF.10-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:45:13	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.10-2	pmagpy-4.2.109: demag_gui	NF.10-2	
This study	Hmt	0.0	18.0	44.7	6.0	2	9	100.0	NF.10-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:45:13	u	Ironstone	957.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.10-2	pmagpy-4.2.109: demag_gui	NF.10-2	
This study	Mgt	27.1	351.5	74.9	14.8	2	1	100.0	NF.10-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:45:13	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.10-2	pmagpy-4.2.109: demag_gui	NF.10-2	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.10-3		NF.10-3	
This study	Hmt	0.0	63.2	19.5	5.6	2	11	0.0	NF.10-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:46:23	u	Ironstone	959.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.10-3	pmagpy-4.2.109: demag_gui	NF.10-3	
This study	Mgt	22.4	42.1	44.7	12.7	2	1	0.0	NF.10-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:46:23	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.10-3	pmagpy-4.2.109: demag_gui	NF.10-3	
This study	Mgt	22.4	24.2	26.6	12.7	2	1	100.0	NF.10-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:46:23	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.10-3	pmagpy-4.2.109: demag_gui	NF.10-3	
This study	Hmt	0.0	54.1	13.9	5.6	2	11	100.0	NF.10-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:46:23	u	Ironstone	959.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.10-3	pmagpy-4.2.109: demag_gui	NF.10-3	
This study	Mgt	26.0	102.0	49.6	14.1	2	11	0.0	NF.10-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:47:33	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.10-4	pmagpy-4.2.109: demag_gui	NF.10-4	
This study	Hmt	0.0	49.9	33.2	2.6	2	14	100.0	NF.10-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:47:33	u	Ironstone	959.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.10-4	pmagpy-4.2.109: demag_gui	NF.10-4	
This study	Mgt	26.0	74.2	62.1	14.1	2	11	100.0	NF.10-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:47:33	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.10-4	pmagpy-4.2.109: demag_gui	NF.10-4	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.10-4		NF.10-4	
This study	Hmt	0.0	64.3	32.4	2.6	2	14	0.0	NF.10-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:47:33	u	Ironstone	959.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.10-4	pmagpy-4.2.109: demag_gui	NF.10-4	
This study	Hmt	0.0	290.0	45.6	6.6	2	12	0.0	NF.11-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:48:46	u	Ironstone	959.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.11-1	pmagpy-4.2.109: demag_gui	NF.11-1	
This study	Mgt	10.9	309.8	63.2	11.0	2	1	0.0	NF.11-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:48:46	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.11-1	pmagpy-4.2.109: demag_gui	NF.11-1	
This study	Hmt	0.0	309.2	40.2	6.6	2	12	100.0	NF.11-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:48:46	u	Ironstone	959.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.11-1	pmagpy-4.2.109: demag_gui	NF.11-1	
This study	Mgt	10.9	335.5	49.9	11.0	2	1	100.0	NF.11-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 15:48:46	u	Ironstone	853.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.11-1	pmagpy-4.2.109: demag_gui	NF.11-1	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.11-1		NF.11-1	
This study	Hmt	0.0	339.9	16.4	8.0	1	9	0.0	NF.2-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:05:30	u	Ironstone	953.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.2-1	pmagpy-4.2.109: demag_gui	NF.2-1	
This study	Hmt	0.0	335.5	-26.1	8.0	1	9	100.0	NF.2-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-21 09:05:30	u	Ironstone	953.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.2-1	pmagpy-4.2.109: demag_gui	NF.2-1	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.2-1		NF.2-1	
This study	Hmt	0.0	276.8	-17.0	3.4	2	3	0.0	NF.2-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:55:02	u	Ironstone	933.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.2-2	pmagpy-4.2.109: demag_gui	NF.2-2	
This study	Mgt	23.7	258.7	-41.3	27.9	2	1	0.0	NF.2-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:55:02	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.2-2	pmagpy-4.2.109: demag_gui	NF.2-2	
This study	Hmt	0.0	274.3	12.7	3.4	2	3	100.0	NF.2-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:55:02	u	Ironstone	933.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.2-2	pmagpy-4.2.109: demag_gui	NF.2-2	
This study	Mgt	23.7	245.1	9.9	27.9	2	1	100.0	NF.2-2_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:55:02	u	Ironstone	853.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.2-2	pmagpy-4.2.109: demag_gui	NF.2-2	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.2-2		NF.2-2	
This study	Mgt	19.3	343.8	29.4	21.9	2	11	0.0	NF.2-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:56:20	u	Ironstone	853.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.2-3	pmagpy-4.2.109: demag_gui	NF.2-3	
This study	Hmt	0.0	331.3	-28.8	9.7	2	8	100.0	NF.2-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:56:20	u	Ironstone	953.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.2-3	pmagpy-4.2.109: demag_gui	NF.2-3	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.2-3		NF.2-3	
This study	Mgt	19.3	346.5	-21.9	21.9	2	11	100.0	NF.2-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:56:20	u	Ironstone	853.0	573.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.2-3	pmagpy-4.2.109: demag_gui	NF.2-3	
This study	Hmt	0.0	337.4	15.3	9.7	2	8	0.0	NF.2-3_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:56:20	u	Ironstone	953.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.2-3	pmagpy-4.2.109: demag_gui	NF.2-3	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.2-4		NF.2-4	
This study	Hmt	0.0	333.1	1.4	3.2	1	4	100.0	NF.2-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:57:40	u	Ironstone	953.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.2-4	pmagpy-4.2.109: demag_gui	NF.2-4	
This study	Hmt	0.0	313.5	32.3	3.2	1	4	0.0	NF.2-4_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:57:40	u	Ironstone	953.0	903.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.2-4	pmagpy-4.2.109: demag_gui	NF.2-4	
This study	Mgt	56.7	71.4	32.5	10.7	2	9	0.0	NF.6-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:58:57	u	Ironstone	848.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	NF.6-1	pmagpy-4.2.109: demag_gui	NF.6-1	
This study	Hmt	0.0	336.9	13.6	14.1	2	7	100.0	NF.6-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:58:57	u	Ironstone	953.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	NF.6-1	pmagpy-4.2.109: demag_gui	NF.6-1	
This study	Mgt	56.7	54.4	14.6	10.7	2	9	100.0	NF.6-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:58:57	u	Ironstone	848.0	773.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	NF.6-1	pmagpy-4.2.109: demag_gui	NF.6-1	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.6-1		NF.6-1	
This study	Hmt	0.0	324.8	50.7	14.1	2	7	0.0	NF.6-1_LP-DIR-T		Sediment Layer	hargrave 2024-03-20 14:58:57	u	Ironstone	953.0	893.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	NF.6-1	pmagpy-4.2.109: demag_gui	NF.6-1	
This study											Sediment Layer			Ironstone				LP-NOMAG	g	NF.6-2		NF.6-2	
