tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
GQ.29a	GQ.29a_LP-DIR-T	GQ.29a		Mgt	121.5	-43.0	1	10	100	3.1	11.0	853	773	K		hargrave 2024-05-09 14:10:30	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.29a	GQ.29a_LP-DIR-T	GQ.29a		Mgt	111.5	-24.0	1	10	0	3.1	11.0	853	773	K		hargrave 2024-05-09 14:10:30	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.2a	GQ.2a_LP-DIR-T	GQ.2a		Hmt	350.6	37.1	2	11	100	0.0	8.5	961	873	K		hargrave 2024-05-09 14:00:32	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.2a	GQ.2a_LP-DIR-T	GQ.2a		Mgt	0.6	53.6	2	10	0	2.1	4.8	853	773	K		hargrave 2024-05-09 14:00:32	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.2a	GQ.2a_LP-DIR-T	GQ.2a		Hmt	333.1	34.4	2	11	0	0.0	8.5	961	873	K		hargrave 2024-05-09 14:00:32	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Goodrich Quartzite	GQ
GQ.2a	GQ.2a_LP-DIR-T	GQ.2a		Mgt	25.6	43.1	2	10	100	2.1	4.8	853	773	K		hargrave 2024-05-09 14:00:32	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.2a		GQ.2a																	This study			1.2e-05		Goodrich Quartzite	GQ
GQ.30a	GQ.30a_LP-DIR-T	GQ.30a		Mgt	298.4	4.6	2	9	100	2.2	9.3	853	798	K		hargrave 2024-05-09 11:59:21	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.30a	GQ.30a_LP-DIR-T	GQ.30a		Hmt	316.3	25.7	2	14	100	0.0	5.9	959	913	K		hargrave 2024-05-09 11:59:21	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Goodrich Quartzite	GQ
GQ.30a	GQ.30a_LP-DIR-T	GQ.30a		Mgt	299.7	-13.7	2	9	0	2.2	9.3	853	798	K		hargrave 2024-05-09 11:59:21	pmagpy-4.2.109: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Goodrich Quartzite	GQ
